index,County,Precinct,Registered Voters,David Knight (I) (Rep)_Election Day Votes,David Knight (I) (Rep)_Advanced Voting Votes,David Knight (I) (Rep)_Absentee by Mail Votes,David Knight (I) (Rep)_Provisional Votes,David Knight (I) (Rep)_Choice Total,Sheila Henley (Dem)_Election Day Votes,Sheila Henley (Dem)_Advanced Voting Votes,Sheila Henley (Dem)_Absentee by Mail Votes,Sheila Henley (Dem)_Provisional Votes,Sheila Henley (Dem)_Choice Total,Total,
0,Henry,Locust Grove,6978,218,1068,252,1,1539,355,1995,891,0,3241,4780,
