index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Henry,Locust Grove,6978,433,2307,897,1,3638,133,688,207,2,1030,4668,
1,Henry,Tussahaw,3409,465,1083,323,0,1871,136,349,68,0,553,2424,
2,Henry,Sandy Ridge,4875,560,1740,441,3,2744,168,484,94,0,746,3490,
3,Henry,Westside,6971,509,1447,809,5,2770,160,486,233,1,880,3650,
4,Henry,Lowes,9878,646,3141,1441,5,5233,180,848,305,1,1334,6567,
5,Henry,South Hampton,5476,368,1892,596,2,2858,114,580,143,0,837,3695,
6,Henry,North Hampton,7156,415,2372,938,2,3727,145,695,171,0,1011,4738,
7,Henry,Mt Carmel,5335,298,1966,851,0,3115,95,511,158,1,765,3880,
8,Henry,Red Oak,5610,318,2003,836,1,3158,97,520,147,0,764,3922,
9,Henry,Wesley Lakes,6144,396,1988,825,5,3214,130,582,161,0,873,4087,
10,Henry,McDonough,2838,194,889,404,2,1489,70,252,105,2,429,1918,
11,Henry,McMullen,3719,451,1322,435,0,2208,135,374,70,0,579,2787,
12,Henry,East Lake,3389,258,1385,473,0,2116,68,326,76,0,470,2586,
13,Henry,Hickory Flat,5122,332,1857,748,1,2938,101,501,179,0,781,3719,
14,Henry,Stockbridge East-West,6541,363,1923,1003,4,3293,121,568,211,0,900,4193,
15,Henry,Stagecoach,3546,232,1125,420,2,1779,68,342,100,0,510,2289,
16,Henry,Cotton Indian,4785,287,1632,520,4,2443,79,512,133,0,724,3167,
17,Henry,Pleasant Grove,4135,238,1615,589,4,2446,69,441,128,1,639,3085,
18,Henry,Austin Road,3374,161,1315,458,1,1935,49,360,90,1,500,2435,
19,Henry,Swan Lake,3642,258,1232,452,0,1942,79,340,84,0,503,2445,
20,Henry,Shakerag,4047,221,1404,567,2,2194,64,429,147,0,640,2834,
21,Henry,Ellenwood,4275,175,1598,692,1,2466,49,409,162,0,620,3086,
22,Henry,Unity Grove,4850,378,1809,530,2,2719,120,543,100,0,763,3482,
23,Henry,Shiloh,4077,314,1113,471,2,1900,98,374,125,3,600,2500,
24,Henry,Pates Creek,5214,267,1626,900,4,2797,57,455,184,2,698,3495,
25,Henry,Oakland,4508,324,1571,655,0,2550,99,387,153,2,641,3191,
26,Henry,Lake Dow,5049,442,1793,728,1,2964,118,462,135,1,716,3680,
27,Henry,Flippen,4430,220,1630,871,1,2722,65,376,124,0,565,3287,
28,Henry,Stockbridge Central,4416,266,1272,525,2,2065,79,381,114,0,574,2639,
29,Henry,Kelleytown,3452,338,1360,426,0,2124,105,370,76,0,551,2675,
30,Henry,Lighthouse,3693,222,1260,506,0,1988,66,411,135,0,612,2600,
31,Henry,Dutchtown,2751,210,878,464,1,1553,51,275,81,1,408,1961,
32,Henry,Mt Bethel,3535,586,1102,300,0,1988,177,297,73,0,547,2535,
33,Henry,Grove Park,4079,345,1298,412,2,2057,94,391,96,0,581,2638,
34,Henry,Lake Haven,4260,350,1507,559,2,2418,98,402,80,0,580,2998,
35,Henry,McDonough Central,4250,222,1408,636,0,2266,75,386,159,0,620,2886,
36,Henry,Timberridge,2096,252,749,263,1,1265,68,220,65,1,354,1619,
