index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Henry,Locust Grove,6978,442,2197,786,1,3426,126,792,316,2,1236,4662,
1,Henry,Tussahaw,3409,397,964,264,0,1625,198,457,119,0,774,2399,
2,Henry,Sandy Ridge,4875,509,1496,368,3,2376,216,701,158,1,1076,3452,
3,Henry,Westside,6971,521,1428,741,6,2696,145,484,301,0,930,3626,
4,Henry,Lowes,9878,625,2942,1278,5,4850,191,1020,460,1,1672,6522,
5,Henry,South Hampton,5476,354,1766,528,2,2650,126,693,210,0,1029,3679,
6,Henry,North Hampton,7156,424,2163,796,2,3385,134,871,301,0,1306,4691,
7,Henry,Mt Carmel,5335,288,1825,770,0,2883,105,641,236,1,983,3866,
8,Henry,Red Oak,5610,311,1974,739,1,3025,110,544,241,0,895,3920,
9,Henry,Wesley Lakes,6144,402,1942,742,3,3089,119,637,247,2,1005,4094,
10,Henry,McDonough,2838,201,851,360,4,1416,61,291,145,0,497,1913,
11,Henry,McMullen,3719,403,1174,367,0,1944,183,506,129,0,818,2762,
12,Henry,East Lake,3389,235,1187,374,0,1796,86,510,167,0,763,2559,
13,Henry,Hickory Flat,5122,327,1747,656,1,2731,105,605,277,0,987,3718,
14,Henry,Stockbridge East-West,6541,349,1863,938,3,3153,126,622,289,1,1038,4191,
15,Henry,Stagecoach,3546,235,1039,373,1,1648,69,423,153,0,645,2293,
16,Henry,Cotton Indian,4785,262,1540,488,3,2293,108,587,164,1,860,3153,
17,Henry,Pleasant Grove,4135,219,1439,529,3,2190,82,592,189,2,865,3055,
18,Henry,Austin Road,3374,147,1228,397,2,1774,56,435,154,1,646,2420,
19,Henry,Swan Lake,3642,235,1104,369,0,1708,100,456,155,1,712,2420,
20,Henry,Shakerag,4047,222,1381,507,2,2112,63,456,209,0,728,2840,
21,Henry,Ellenwood,4275,186,1516,638,1,2341,36,477,212,0,725,3066,
22,Henry,Unity Grove,4850,347,1673,463,1,2484,143,654,165,1,963,3447,
23,Henry,Shiloh,4077,315,1083,410,4,1812,97,401,181,1,680,2492,
24,Henry,Pates Creek,5214,241,1527,809,3,2580,83,542,270,3,898,3478,
25,Henry,Oakland,4508,302,1407,554,0,2263,121,536,248,2,907,3170,
26,Henry,Lake Dow,5049,395,1570,594,1,2560,148,657,263,1,1069,3629,
27,Henry,Flippen,4430,214,1532,745,0,2491,75,461,234,1,771,3262,
28,Henry,Stockbridge Central,4416,274,1246,465,1,1986,76,396,176,1,649,2635,
29,Henry,Kelleytown,3452,292,1226,356,0,1874,149,488,139,0,776,2650,
30,Henry,Lighthouse,3693,202,1193,434,0,1829,89,463,208,0,760,2589,
31,Henry,Dutchtown,2751,183,820,385,2,1390,74,328,148,0,550,1940,
32,Henry,Mt Bethel,3535,529,949,263,0,1741,224,455,101,1,781,2522,
33,Henry,Grove Park,4079,316,1179,369,2,1866,120,496,134,0,750,2616,
34,Henry,Lake Haven,4260,326,1329,469,1,2125,123,574,168,1,866,2991,
35,Henry,McDonough Central,4250,215,1305,549,0,2069,87,488,229,0,804,2873,
36,Henry,Timberridge,2096,211,686,230,2,1129,100,273,93,0,466,1595,
