index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Henry,Locust Grove,6978,196,1023,233,2,1454,338,1946,876,0,3160,40,75,27,0,142,4756,
1,Henry,Tussahaw,3409,529,1254,236,0,2019,56,192,138,0,386,34,33,24,0,91,2496,
2,Henry,Sandy Ridge,4875,600,1722,265,2,2589,114,480,262,3,859,33,61,8,0,102,3550,
3,Henry,Westside,6971,126,304,128,0,558,505,1605,928,7,3045,39,48,28,0,115,3718,
4,Henry,Lowes,9878,275,1402,334,2,2013,528,2584,1415,5,4532,41,79,32,0,152,6697,
5,Henry,South Hampton,5476,218,1242,217,1,1678,234,1187,541,1,1963,28,68,11,0,107,3748,
6,Henry,North Hampton,7156,212,1282,287,0,1781,320,1715,814,2,2851,34,101,23,0,158,4790,
7,Henry,Mt Carmel,5335,98,469,175,0,742,281,1972,839,1,3093,13,37,19,0,69,3904,
8,Henry,Red Oak,5610,84,332,146,0,562,319,2152,836,1,3308,17,53,21,0,91,3961,
9,Henry,Wesley Lakes,6144,113,556,180,1,850,393,1991,829,5,3218,28,55,16,0,99,4167,
10,Henry,McDonough,2838,88,325,102,0,515,164,810,403,6,1383,16,22,9,0,47,1945,
11,Henry,McMullen,3719,463,1196,224,0,1883,115,512,263,0,890,25,28,21,0,74,2847,
12,Henry,East Lake,3389,236,1284,308,0,1828,87,439,238,0,764,13,40,22,0,75,2667,
13,Henry,Hickory Flat,5122,144,790,259,0,1193,284,1561,675,1,2521,13,60,15,0,88,3802,
14,Henry,Stockbridge East-West,6541,101,363,167,2,633,351,2071,1066,1,3489,28,72,22,2,124,4246,
15,Henry,Stagecoach,3546,99,619,158,1,877,193,827,361,2,1383,17,43,12,0,72,2332,
16,Henry,Cotton Indian,4785,174,841,223,1,1239,181,1276,425,2,1884,16,63,18,0,97,3220,
17,Henry,Pleasant Grove,4135,191,1086,271,1,1549,110,944,440,5,1499,12,56,15,0,83,3131,
18,Henry,Austin Road,3374,73,517,150,0,740,128,1134,399,2,1663,8,40,13,0,61,2464,
19,Henry,Swan Lake,3642,185,858,189,0,1232,153,683,347,2,1185,14,48,12,0,74,2491,
20,Henry,Shakerag,4047,49,212,65,0,326,227,1610,662,2,2501,10,36,13,0,59,2886,
21,Henry,Ellenwood,4275,42,313,114,0,469,173,1687,747,1,2608,9,30,13,0,52,3129,
22,Henry,Unity Grove,4850,399,1738,277,1,2415,96,629,340,1,1066,20,63,24,0,107,3588,
23,Henry,Shiloh,4077,102,452,128,0,682,292,1028,480,7,1807,26,41,17,1,85,2574,
24,Henry,Pates Creek,5214,128,836,409,3,1376,178,1200,690,2,2070,18,58,22,2,100,3546,
25,Henry,Oakland,4508,207,908,276,1,1392,206,1021,530,1,1758,17,54,10,0,81,3231,
26,Henry,Lake Dow,5049,384,1398,400,1,2183,158,849,453,1,1461,24,45,20,0,89,3733,
27,Henry,Flippen,4430,90,548,274,1,913,175,1431,716,0,2322,21,37,16,0,74,3309,
28,Henry,Stockbridge Central,4416,79,415,151,0,645,256,1211,491,2,1960,13,48,16,0,77,2682,
29,Henry,Kelleytown,3452,330,1060,222,0,1612,110,660,281,0,1051,12,42,17,0,71,2734,
30,Henry,Lighthouse,3693,115,566,189,0,870,168,1083,447,0,1698,14,38,14,0,66,2634,
31,Henry,Dutchtown,2751,119,580,200,0,899,128,547,322,2,999,17,35,20,0,72,1970,
32,Henry,Mt Bethel,3535,620,1046,153,1,1820,137,379,207,0,723,33,30,9,0,72,2615,
33,Henry,Grove Park,4079,251,1007,169,0,1427,173,655,340,2,1170,18,58,13,0,89,2686,
34,Henry,Lake Haven,4260,267,1023,267,1,1558,177,878,367,1,1423,20,38,18,0,76,3057,
35,Henry,McDonough Central,4250,81,752,314,0,1147,197,1036,481,0,1714,21,42,8,0,71,2932,
36,Henry,Timberridge,2096,234,568,139,2,943,70,386,184,0,640,18,25,8,0,51,1634,
