index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Henry,Locust Grove,6978,209,1031,235,1,1476,325,1929,872,2,3128,41,104,40,0,185,4789,
1,Henry,Tussahaw,3409,532,1273,245,0,2050,61,191,135,0,387,30,40,25,0,95,2532,
2,Henry,Sandy Ridge,4875,604,1739,268,2,2613,113,481,257,3,854,37,59,19,0,115,3582,
3,Henry,Westside,6971,126,310,132,0,568,506,1589,922,6,3023,43,76,48,1,168,3759,
4,Henry,Lowes,9878,277,1424,346,2,2049,517,2542,1405,4,4468,52,116,43,1,212,6729,
5,Henry,South Hampton,5476,213,1251,208,1,1673,243,1189,550,1,1983,26,81,17,0,124,3780,
6,Henry,North Hampton,7156,221,1299,304,0,1824,319,1687,811,2,2819,29,123,27,0,179,4822,
7,Henry,Mt Carmel,5335,103,490,179,0,772,282,1971,844,0,3097,11,46,20,1,78,3947,
8,Henry,Red Oak,5610,90,341,144,0,575,318,2147,843,1,3309,24,57,28,0,109,3993,
9,Henry,Wesley Lakes,6144,117,586,190,1,894,377,1966,825,5,3173,39,66,33,0,138,4205,
10,Henry,McDonough,2838,87,326,105,0,518,165,814,408,6,1393,16,25,13,0,54,1965,
11,Henry,McMullen,3719,470,1206,226,0,1902,111,505,267,0,883,27,37,22,0,86,2871,
12,Henry,East Lake,3389,236,1296,307,0,1839,86,440,240,0,766,18,38,23,0,79,2684,
13,Henry,Hickory Flat,5122,139,808,257,0,1204,279,1549,683,1,2512,22,74,26,0,122,3838,
14,Henry,Stockbridge East-West,6541,107,362,173,2,644,341,2079,1070,2,3492,33,75,31,1,140,4276,
15,Henry,Stagecoach,3546,104,629,154,1,888,190,824,367,2,1383,16,52,15,0,83,2354,
16,Henry,Cotton Indian,4785,171,871,223,1,1266,181,1260,426,3,1870,21,73,22,0,116,3252,
17,Henry,Pleasant Grove,4135,198,1104,278,1,1581,109,924,436,4,1473,12,64,20,1,97,3151,
18,Henry,Austin Road,3374,71,528,151,0,750,125,1122,406,3,1656,14,50,18,0,82,2488,
19,Henry,Swan Lake,3642,191,865,190,0,1246,146,671,345,2,1164,14,67,16,0,97,2507,
20,Henry,Shakerag,4047,47,209,64,0,320,225,1610,662,2,2499,16,46,16,0,78,2897,
21,Henry,Ellenwood,4275,50,320,118,0,488,162,1667,749,0,2578,13,53,17,1,84,3150,
22,Henry,Unity Grove,4850,403,1747,286,1,2437,90,619,337,1,1047,26,72,24,0,122,3606,
23,Henry,Shiloh,4077,101,451,128,0,680,293,1022,481,7,1803,25,52,16,1,94,2577,
24,Henry,Pates Creek,5214,125,840,411,4,1380,181,1206,689,3,2079,23,73,35,0,131,3590,
25,Henry,Oakland,4508,208,931,288,1,1428,207,1008,522,1,1738,16,63,17,0,96,3262,
26,Henry,Lake Dow,5049,389,1405,399,1,2194,152,860,461,1,1474,31,49,24,0,104,3772,
27,Henry,Flippen,4430,102,557,276,1,936,170,1428,716,0,2314,25,48,30,0,103,3353,
28,Henry,Stockbridge Central,4416,83,428,156,0,667,252,1199,494,2,1947,19,55,18,0,92,2706,
29,Henry,Kelleytown,3452,334,1072,220,0,1626,107,645,283,0,1035,12,51,21,0,84,2745,
30,Henry,Lighthouse,3693,110,582,190,0,882,171,1088,449,0,1708,18,39,18,0,75,2665,
31,Henry,Dutchtown,2751,123,597,211,0,931,127,540,321,2,990,16,33,21,0,70,1991,
32,Henry,Mt Bethel,3535,625,1061,162,1,1849,130,362,202,0,694,34,46,11,0,91,2634,
33,Henry,Grove Park,4079,260,1014,170,1,1445,168,661,344,1,1174,24,65,15,0,104,2723,
34,Henry,Lake Haven,4260,274,1029,267,1,1571,164,872,378,1,1415,26,44,15,0,85,3071,
35,Henry,McDonough Central,4250,83,762,327,0,1172,199,1045,485,0,1729,19,46,14,0,79,2980,
36,Henry,Timberridge,2096,235,571,142,2,950,68,384,177,0,629,19,24,15,0,58,1637,
