county,precinct_id,precinct_name,SHAPE_idx,PART_idx,RES_idx
Dekalb,CE,Chamblee (cha),1304.0,879.0,2258.0
Dekalb,CF,Candler-Murphey Candler Elem,1209.0,880.0,2259.0
Dekalb,CG,Chapel Hill Elem,1193.0,884.0,2260.0
Dekalb,TF,Tucker,1197.0,895.0,2412.0
Dekalb,CE(,Chesnut Elem (dun),1315.0,886.0,2261.0
Dekalb,TG,Tilly Mill Road (dun),1246.0,885.0,2411.0
Dekalb,99999,Absentee (outside US),,994.0,
Dekalb,SU,South Hairston,1169.0,876.0,2404.0
Dekalb,CI,Clairemont West (dec),1326.0,891.0,2262.0
Dekalb,CJ,Clairmont Road,1269.0,883.0,2263.0
Dekalb,SR,Snapfinger Road,,,2407.0
Dekalb,TH,Tucker Library,1200.0,845.0,2410.0
Dekalb,CK,Clarkston (cla),1187.0,857.0,2264.0
Dekalb,Clifton,Clifton,1283.0,847.0,2265.0
Dekalb,CM,Columbia Middle,1241.0,852.0,2266.0
Dekalb,TC,Toney Elem,1330.0,882.0,2409.0
Dekalb,TA,Terry Mill,1212.0,881.0,2408.0
Dekalb,SR,Snapfinger Road N,1325.0,846.0,2401.0
Dekalb,BM,Bethune Middle,1205.0,844.0,2252.0
Dekalb,AF,Austin Drive,1291.0,958.0,2238.0
Dekalb,AG,Ashford Dunwoody Rd,1160.0,984.0,2239.0
Dekalb,AD,Austin,1279.0,998.0,2236.0
Dekalb,AH,Ashford Parkside,1267.0,960.0,2240.0
Dekalb,SM,Stephenson Middle,1213.0,875.0,2403.0
Dekalb,SV,Stephenson High,1244.0,877.0,2405.0
Dekalb,SW,Stonecrest Library,1190.0,878.0,2406.0
Dekalb,AB,Ashford Park Elem,1308.0,1008.0,2235.0
Dekalb,AI,Avondale High,1185.0,961.0,2241.0
Dekalb,SP,Stone Mtn Champion,1268.0,817.0,2399.0
Dekalb,CN,Coan Recreation Center,1307.0,853.0,2267.0
Dekalb,AA,Allgood Elem,1257.0,996.0,2234.0
Dekalb,BC,Briar Vista Elem,1222.0,970.0,2243.0
Dekalb,BD,Briarlake Elem,1321.0,977.0,2244.0
Dekalb,BE,Briarwood (bhavn),1294.0,978.0,2245.0
Dekalb,BF,Brockett Elem (tuc),1322.0,980.0,2246.0
Dekalb,SQ,Stone Mtn   (sto),1270.0,870.0,2400.0
Dekalb,DG,Dunwoody 2 (dun),1166.0,890.0,2286.0
Dekalb,BG,Briarcliff,1306.0,981.0,2247.0
Dekalb,BH,Brockett (tuc),1230.0,896.0,2248.0
Dekalb,BI,Brookhaven (bhavn),1295.0,827.0,2249.0
Dekalb,BL,Bouldercrest Road,1186.0,837.0,2251.0
Dekalb,BB,Boulevard (atl),1303.0,967.0,2242.0
Dekalb,Decatur,Decatur,,,2283.0
Dekalb,AE,Avondale,1191.0,957.0,2237.0
Dekalb,CP,Crossroads,1275.0,855.0,2269.0
Dekalb,CO,Cross Keys High,1231.0,854.0,2268.0
Dekalb,CW,Coralwood,1298.0,867.0,2276.0
Dekalb,CZ,Chamblee 2 (cha),1292.0,866.0,2279.0
Dekalb,DC,Dresden Elem (cha),1236.0,850.0,2282.0
Dekalb,DE,Dunaire Elem,1235.0,871.0,2284.0
Dekalb,CR,Cedar Grove Middle,1168.0,858.0,2271.0
Dekalb,CQ,Candler,1258.0,856.0,2270.0
Dekalb,CT,Covington Hwy,1253.0,863.0,2273.0
Dekalb,DF,Dunwoody (dun),1189.0,892.0,2285.0
Dekalb,CS,Cedar Grove South,1234.0,862.0,2272.0
Dekalb,DB,Doraville South (dor),1297.0,851.0,2281.0
Dekalb,CV,Clairemont East (dec),1341.0,868.0,2275.0
Dekalb,VB,Valley Brook,1312.0,889.0,2413.0
Dekalb,88888,Absentee (domestic),,929.0,
Dekalb,CU,Covington,1215.0,1001.0,2274.0
Dekalb,DA,Doraville North (dor),1207.0,864.0,2280.0
Dekalb,CP,Candler Park,,,2277.0
Dodge,Pondtown,Pondtown,1358.0,1023.0,1575.0
Dodge,Mccranie,Mccranie,1369.0,1017.0,1570.0
Dodge,Mullis,Mullis,1360.0,1022.0,1573.0
Dodge,Empire,Empire,1364.0,1009.0,1566.0
Dodge,Lee,Lee,1357.0,1010.0,1569.0
Dodge,Chauncey,Chauncey,1361.0,1015.0,1563.0
Dodge,Yonker,Yonker,1367.0,1024.0,1578.0
Dodge,Eddin,Eddin,1363.0,1014.0,1565.0
Dodge,Vilula,Vilula,1372.0,1018.0,1577.0
Dodge,Rawlins,Rawlins,1359.0,1019.0,1576.0
Dodge,Mitchell,Mitchell,1365.0,1020.0,1572.0
Dodge,Clark,Clark,1366.0,1012.0,1564.0
Dodge,Jones,Jones,1368.0,1016.0,1568.0
Dodge,Jaybird,Jaybird,1371.0,1013.0,1567.0
Dodge,Milan,Milan,1370.0,1021.0,1571.0
Dodge,Plainfield,Plainfield,1362.0,1011.0,1574.0
Dooly,10,Lilly,1377.0,1031.0,1923.0
Dooly,2,Byromville,1375.0,1030.0,1924.0
Dooly,7,Vienna,1376.0,1027.0,1926.0
Dooly,5,Unadilla,1374.0,1028.0,1925.0
Dooly,99999,Absentee (outside US),,1029.0,
Dooly,88888,Absentee (domestic),,1025.0,
Dooly,8,Pinehurst,1373.0,1026.0,1927.0
Dougherty,2,Sherwood Elem School,1386.0,1038.0,1617.0
Dougherty,22,Phoebe East,1393.0,1050.0,1637.0
Dougherty,15,Phoebe Healthworks,1394.0,1036.0,1630.0
Dougherty,24,Albany Middle School,1397.0,1052.0,1639.0
Dougherty,9,Second Mt Zion Church,1380.0,1037.0,1624.0
Dougherty,23,Pine Bluff Baptist Church,1385.0,1051.0,1638.0
Dougherty,21,International Studies,1378.0,1048.0,1636.0
Dougherty,6,Merry Acres Middle,1402.0,1042.0,1621.0
Dougherty,16,Turner Elem School,1392.0,1044.0,1631.0
Dougherty,20,Putney T Baptist Church,1391.0,1041.0,1635.0
Dougherty,25,Christ Church,1379.0,1058.0,1640.0
Dougherty,19,Radium Middle School,1389.0,1062.0,1634.0
Dougherty,88888,Absentee (domestic),,1056.0,
Dougherty,14,Litman Cathedral,1404.0,1061.0,1629.0
Dougherty,5,Westover High School,1401.0,1045.0,1620.0
Dougherty,13,Shiloh Baptist Church,1403.0,1055.0,1628.0
Dougherty,12,Carver Teen Center,1405.0,1046.0,1627.0
Dougherty,1,Palmyra Meth Church,1381.0,1059.0,1616.0
Dougherty,99999,Absentee (outside US),,1035.0,
Dougherty,7,Darton College,1390.0,1040.0,1622.0
Dougherty,18,Bill Miller Center,1396.0,1057.0,1633.0
Dougherty,Gf4,,,1043.0,
Dougherty,10,Mt Zion Center,1398.0,1032.0,1625.0
Dougherty,11,Alice Coachman Elementary,1400.0,1060.0,1626.0
Dougherty,28,Lovett Hall,1399.0,1053.0,1643.0
Dougherty,4,Greenbriar Church,1384.0,1047.0,1619.0
Dougherty,27,First Christian Church,1387.0,1054.0,1642.0
Dougherty,8,Westtown Elem School,1382.0,1039.0,1623.0
Dougherty,26,Lamar Reese Elem School,1388.0,1033.0,1641.0
Dougherty,17,Jackson Heights Elementary,1383.0,1034.0,1632.0
Dougherty,3,Covenant Church,1395.0,1049.0,1618.0
Douglas,731,Beulah Baptist Church,1411.0,1069.0,1266.0
Douglas,732,Stewart,1426.0,1068.0,1267.0
Douglas,733,Arbor Station,1424.0,1077.0,1268.0
Douglas,739,Lutheran Church - Gs,1413.0,1083.0,1275.0
Douglas,735,Dorsett Shoals,1429.0,1065.0,1270.0
Douglas,736N,Chapel Hill,1407.0,1074.0,1271.0
Douglas,99999,Absentee (outside US),,1080.0,
Douglas,88888,Absentee (domestic),,1070.0,
Douglas,736S,Church At Chapel Hill,1409.0,1079.0,1272.0
Douglas,785,Boundary Waters,1422.0,1087.0,1278.0
Douglas,737,Chestnut Log,1425.0,1081.0,1273.0
Douglas,784,Factory Shoals,1408.0,1086.0,1277.0
Douglas,738,St Julians Episcopal,1430.0,1082.0,1274.0
Douglas,734,Bright Star,1428.0,1063.0,1269.0
Douglas,740,First Baptist Douglasville,1412.0,1085.0,1276.0
Douglas,730,Old Courthouse,1427.0,1071.0,1265.0
Douglas,1259,Winston,1419.0,1066.0,1255.0
Douglas,1258,Mirror Lake Elementary,1414.0,1064.0,1254.0
Douglas,AWP,Atlanta West Pentecostal,,,1257.0
Douglas,1274,First Baptist Lithia Springs,1417.0,1088.0,1261.0
Douglas,1270,Colonial Hills,1423.0,1072.0,
Douglas,1271,Ephesus Baptist Church,1415.0,1089.0,1258.0
Douglas,1273,Turner,1420.0,1084.0,1260.0
Douglas,1276,Deer Lick,1418.0,1076.0,1263.0
Douglas,1275,Lithia Springs High School,1406.0,1075.0,1262.0
Douglas,1272,Prays Mill Gym,1421.0,1078.0,1259.0
Douglas,729,Golden Methodist Church,1416.0,1073.0,1264.0
Douglas,1260,Dog River Library,1410.0,1067.0,1256.0
Early,Arlington,Arlington,1435.0,1093.0,692.0
Early,88888,Absentee (domestic),,1090.0,
Early,Cuba,Cuba,1432.0,1091.0,695.0
Early,Blakely,Blakely,1434.0,1092.0,693.0
Early,CS,Cedar Springs,1433.0,1095.0,694.0
Early,Urquhart,Urquhart,1431.0,1094.0,696.0
Echols,1058,Statenville,1436.0,1096.0,1644.0
Echols,99999,Absentee (outside US),,1097.0,
Echols,88888,Absentee (domestic),,1098.0,
Effingham,3a,,1438.0,1114.0,973.0
Effingham,1d,,1452.0,1099.0,969.0
Effingham,1b,,1439.0,1101.0,967.0
Effingham,1a,,1437.0,1102.0,966.0
Effingham,1c,,1444.0,1100.0,968.0
Effingham,3b,,1443.0,1117.0,974.0
Effingham,3c,,1445.0,1112.0,975.0
Effingham,4b,,1446.0,1109.0,978.0
Effingham,5a,,1448.0,1106.0,980.0
Effingham,5b,,1450.0,1105.0,981.0
Effingham,5c,,1441.0,1115.0,982.0
Effingham,3d,,1442.0,1113.0,976.0
Effingham,2a,,1453.0,1104.0,970.0
Effingham,99999,Absentee (outside US),,1107.0,
Effingham,2b,,1447.0,1103.0,971.0
Effingham,2c,,1451.0,1116.0,972.0
Effingham,4c,,1449.0,1108.0,979.0
Effingham,Ch03,,,1111.0,
Effingham,4a,,1440.0,1110.0,977.0
Elbert,191,Eliam,1464.0,1125.0,1659.0
Elbert,197,,1462.0,1123.0,1663.0
Elbert,199,Gaines,1463.0,1118.0,1664.0
Elbert,189,Elberton,1456.0,1119.0,1657.0
Elbert,192,Petersburg,1454.0,1126.0,1660.0
Elbert,193,Wyche,1457.0,1127.0,1661.0
Elbert,190,Longstreet,1455.0,1124.0,1658.0
Elbert,196,Moss-Ruckersville,1458.0,1128.0,1662.0
Elbert,315,Centerville,1460.0,1120.0,1667.0
Elbert,201,Goshen,1459.0,1121.0,1665.0
Elbert,202,Webbsboro,1461.0,1122.0,1666.0
Emanuel,88888,Absentee (domestic),,1140.0,
Emanuel,1560,Twin City,1466.0,1137.0,1320.0
Emanuel,1502,Nunez,1471.0,1129.0,1319.0
Emanuel,1429,Garfield,1473.0,1136.0,1318.0
Emanuel,50,Oak Park,1472.0,1139.0,1311.0
Emanuel,53,Swainsboro,1465.0,1131.0,1313.0
Emanuel,1748,Adrian,1474.0,1130.0,1321.0
Emanuel,1333,Canoochee,1468.0,1135.0,1317.0
Emanuel,58,Stillmore,1467.0,1134.0,1315.0
Emanuel,57,Summertown,1470.0,1133.0,1314.0
Emanuel,52,Cross-Green,1475.0,1132.0,1312.0
Emanuel,1208,Blundale,1469.0,1138.0,1316.0
Evans,99999,Absentee (outside US),,1141.0,
Evans,11,Veterans Community Center,1476.0,1142.0,2596.0
Fannin,Noontootla,Noontootla,1477.0,1145.0,2636.0
Fannin,Flinthill,Flinthill,1483.0,1143.0,2630.0
Fannin,88888,Absentee (domestic),,1155.0,
Fannin,SUGC,Sugar Creek,1488.0,1149.0,2638.0
Fannin,Hemptown,Hemptown,1485.0,1144.0,2631.0
Fannin,Hothouse,Hothouse,1479.0,1153.0,2632.0
Fannin,Colwell,Colwell,1480.0,1154.0,2628.0
Fannin,Toccoa,Toccoa,1482.0,1148.0,2639.0
Fannin,MB,Mineral Bluff,1487.0,1152.0,2633.0
Fannin,Morganton,Morganton,1486.0,1151.0,2635.0
Fannin,Fairplay,Fairplay,1481.0,1147.0,2629.0
Fannin,Mobile,Mobile,1478.0,1150.0,2634.0
Fannin,Skeniah,Skeniah,1484.0,1146.0,2637.0
Fayette,21,Flat Creek,1520.0,1161.0,1068.0
Fayette,28,Oak Ridge,1504.0,1185.0,1075.0
Fayette,32,Willowbend,1514.0,1170.0,1079.0
Fayette,13,Starrsmill,1490.0,1189.0,1060.0
Fayette,2,Brooks,1493.0,1191.0,1049.0
Fayette,8,Morning Creek,1491.0,1158.0,1055.0
Fayette,17,Oak Grove,1521.0,1156.0,1064.0
Fayette,16,Mcintosh,1500.0,1176.0,1063.0
Fayette,27,Dogwood,1492.0,1174.0,1074.0
Fayette,3,Europe,1497.0,1177.0,1050.0
Fayette,20,Windgate,1524.0,1181.0,1067.0
Fayette,26,Willow Pond,1494.0,1190.0,1073.0
Fayette,15,Woolsey,1495.0,1159.0,1062.0
Fayette,12,Shakerag West,1489.0,1162.0,1059.0
Fayette,7,Hopeful,1499.0,1160.0,1054.0
Fayette,25,Harps Crossing,1516.0,1188.0,1072.0
Fayette,24,Banks,1510.0,1184.0,1071.0
Fayette,30,Murphy,1503.0,1166.0,1077.0
Fayette,1,Blackrock,1523.0,1157.0,1048.0
Fayette,10,Sandy Creek,1496.0,1192.0,1057.0
Fayette,23,Kenwood,1507.0,1180.0,1070.0
Fayette,4,Fayetteville East,1522.0,1171.0,1051.0
Fayette,5,Fayetteville West,1511.0,1169.0,1052.0
Fayette,29,Jeff Davis,1519.0,1172.0,1076.0
Fayette,31,Fielding Ridge,1512.0,1186.0,1078.0
Fayette,33,Camp Creek,1518.0,1168.0,1080.0
Fayette,14,Whitewater,1501.0,1179.0,1061.0
Fayette,19,Aberdeen,1508.0,1187.0,1066.0
Fayette,9,Rareover,1513.0,1173.0,1056.0
Fayette,6,Flint,1502.0,1164.0,1053.0
Fayette,36,Antioch,1498.0,1163.0,1083.0
Fayette,35,Spring Hill,1517.0,1165.0,1082.0
Fayette,34,Rising Star,1505.0,1167.0,1081.0
Fayette,18,Kedron,1509.0,1175.0,1065.0
Fayette,88888,Absentee (domestic),,1182.0,
Fayette,22,Braelinn,1506.0,1178.0,1069.0
Fayette,11,Shakerag East,1515.0,1183.0,1058.0
Floyd,135,West Lindale,1528.0,1203.0,26.0
Floyd,125,Vanns Valley,1529.0,1195.0,24.0
Floyd,10,Armuchee,1543.0,1213.0,4.0
Floyd,140,Town Rome,1544.0,1205.0,27.0
Floyd,75,Mt Alto North,1546.0,1215.0,16.0
Floyd,110,South Rome,1526.0,1207.0,22.0
Floyd,35,Everett Springs,1542.0,1198.0,9.0
Floyd,76,Mt Alto South,1549.0,1218.0,17.0
Floyd,85,Riverside,1534.0,1209.0,19.0
Floyd,45,Foster's Mill,1527.0,1199.0,11.0
Floyd,115,Texas Valley,1530.0,1208.0,23.0
Floyd,40,Floyd Springs,1541.0,1193.0,10.0
Floyd,1,Alto Park,1545.0,1202.0,3.0
Floyd,60,Howell,1537.0,1216.0,14.0
Floyd,105,North Rome,1539.0,1204.0,21.0
Floyd,65,East Lindale,1538.0,1217.0,15.0
Floyd,50,Garden Lakes,1533.0,1200.0,12.0
Floyd,88888,Absentee (domestic),,1206.0,
Floyd,30,Etowah,1532.0,1194.0,8.0
Floyd,90,East Rome,1547.0,1212.0,20.0
Floyd,20,Cave Spring,1548.0,1197.0,6.0
Floyd,80,North Carolina,1531.0,1210.0,18.0
Floyd,15,Barkers,1536.0,1214.0,5.0
Floyd,130,Watters,1525.0,1211.0,25.0
Floyd,25,Chulio,1535.0,1196.0,7.0
Floyd,55,Glenwood,1540.0,1201.0,13.0
Forsyth,10,10 Midway,398.0,1236.0,1970.0
Forsyth,88888,Absentee (domestic),,1223.0,
Forsyth,5,05 Coal Mountain,406.0,1228.0,1966.0
Forsyth,1,01 Big Creek,395.0,1226.0,1962.0
Forsyth,111,,,1225.0,
Forsyth,27,27 Concord,401.0,1227.0,1976.0
Forsyth,25,25 Windermere,402.0,1235.0,1975.0
Forsyth,29,29 Polo,399.0,1232.0,1977.0
Forsyth,15,15 Heardsville,400.0,1229.0,1971.0
Forsyth,8,08 Mashburn,404.0,1234.0,1969.0
Forsyth,35,35 Johns Creek,,,1979.0
Forsyth,4,04 Chestatee,397.0,1233.0,1965.0
Forsyth,36,36 Nichols,,,1980.0
Forsyth,21,21 South Forsyth,393.0,1220.0,1974.0
Forsyth,6,06 Crossroads,408.0,1222.0,1967.0
Forsyth,19,19 Old Atlanta,396.0,1224.0,1973.0
Forsyth,37,37 Sawnee,,,1981.0
Forsyth,16,16 Otwell,405.0,1221.0,1972.0
Forsyth,3,03 Browns Bridge,407.0,1219.0,1964.0
Forsyth,34,34 Fowler,,,1978.0
Forsyth,7,07 Cumming,403.0,1231.0,1968.0
Forsyth,2,02 Brandywine,394.0,1230.0,1963.0
Franklin,6,Royston,1555.0,1242.0,1870.0
Franklin,5,Canon,1556.0,1239.0,1869.0
Franklin,3,Northeast Franklin,1550.0,1240.0,1867.0
Franklin,2,West Franklin,1551.0,1244.0,1866.0
Franklin,4,Lavonia,1552.0,1243.0,1868.0
Franklin,1,Carnesville,1553.0,1237.0,1865.0
Franklin,7,Southwest Franklin,1554.0,1241.0,1871.0
Franklin,99999,Absentee (outside US),,1238.0,
Fulton,Ml01a,,,,325.0
Fulton,10g,,207.0,1368.0,199.0
Fulton,Ml04,,,,331.0
Fulton,Ep02a,,364.0,1547.0,284.0
Fulton,10h1,,310.0,1367.0,200.0
Fulton,Ep01b,,41.0,1546.0,283.0
Fulton,10h2,,88.0,1366.0,201.0
Fulton,10i,,185.0,1365.0,202.0
Fulton,05a1,,238.0,1556.0,134.0
Fulton,Ep01a,,26.0,1545.0,282.0
Fulton,Fa01b,,170.0,1514.0,295.0
Fulton,Ml02b,,,,328.0
Fulton,730,,,1335.0,
Fulton,10j,,371.0,1364.0,203.0
Fulton,Fa01a,,239.0,1513.0,294.0
Fulton,10k,,219.0,1363.0,204.0
Fulton,05d,,58.0,1528.0,138.0
Fulton,10f,,340.0,1369.0,198.0
Fulton,10e,,66.0,1370.0,197.0
Fulton,10d,,169.0,1371.0,196.0
Fulton,10c,,305.0,1372.0,195.0
Fulton,Ep04a,,337.0,1533.0,291.0
Fulton,Ep03b,,198.0,1543.0,290.0
Fulton,Ss19a,,321.0,1404.0,439.0
Fulton,Jc04c,,,,309.0
Fulton,Ep03a,,186.0,1534.0,289.0
Fulton,Ep02e,,89.0,1552.0,288.0
Fulton,Ep02d,,390.0,1550.0,287.0
Fulton,Ep04b,,258.0,1521.0,292.0
Fulton,05c,,230.0,1530.0,137.0
Fulton,Ml03a,,,,330.0
Fulton,10a,,37.0,1374.0,193.0
Fulton,10b,,11.0,1373.0,194.0
Fulton,Ep02b,,18.0,1548.0,285.0
Fulton,05b,,300.0,1532.0,136.0
Fulton,Fa01c,,368.0,1515.0,296.0
Fulton,05a2,,160.0,1554.0,135.0
Fulton,Ss18b,,163.0,1405.0,438.0
Fulton,Ml02a,,,,327.0
Fulton,Ep02c,,53.0,1549.0,286.0
Fulton,Jc03b,,178.0,1563.0,306.0
Fulton,10p,,292.0,1360.0,206.0
Fulton,Jc10,,91.0,1573.0,315.0
Fulton,Jc09,,194.0,1572.0,314.0
Fulton,Jc08,,385.0,1570.0,313.0
Fulton,Jc07,,105.0,1568.0,312.0
Fulton,Jc06,,275.0,1567.0,311.0
Fulton,Jc05,,78.0,1575.0,310.0
Fulton,Jc04b,,293.0,1566.0,308.0
Fulton,Jc04a,,149.0,1564.0,307.0
Fulton,08n2,,183.0,1265.0,179.0
Fulton,Jc03a,,308.0,1562.0,305.0
Fulton,Jc02,,240.0,1561.0,304.0
Fulton,Jc01,,181.0,1560.0,302.0
Fulton,03n,,270.0,1444.0,112.0
Fulton,06d2,,,,145.0
Fulton,03p1a,,29.0,1454.0,113.0
Fulton,Jc11,,223.0,1574.0,316.0
Fulton,Jc12,,113.0,1512.0,317.0
Fulton,06d1,,,,144.0
Fulton,Jc13a,,378.0,1511.0,318.0
Fulton,03e,,24.0,1430.0,105.0
Fulton,03f,,352.0,1429.0,106.0
Fulton,50,,,1611.0,
Fulton,03g,,93.0,1428.0,107.0
Fulton,03h,,164.0,1427.0,108.0
Fulton,03i,,8.0,1426.0,109.0
Fulton,03l,,291.0,1425.0,110.0
Fulton,Ss31,,261.0,1345.0,445.0
Fulton,03m,,205.0,1432.0,111.0
Fulton,Jc18,,329.0,1449.0,323.0
Fulton,Jc16,,57.0,1448.0,322.0
Fulton,Jc15,,380.0,1447.0,321.0
Fulton,Jc14,,251.0,1446.0,320.0
Fulton,Jc13b,,236.0,1509.0,319.0
Fulton,02a1,,,,86.0
Fulton,02l1a,,,,97.0
Fulton,Jc19,,30.0,1450.0,324.0
Fulton,03p2,,87.0,1445.0,114.0
Fulton,09k1,,,,191.0
Fulton,03s,,247.0,1461.0,115.0
Fulton,Ml05,,,,332.0
Fulton,04k,,10.0,1578.0,125.0
Fulton,04l,,96.0,1597.0,126.0
Fulton,04m,,366.0,1596.0,127.0
Fulton,Fc03,,109.0,,300.0
Fulton,Ss22,,384.0,1349.0,442.0
Fulton,Jc01a,,,,303.0
Fulton,Fc02,,335.0,,299.0
Fulton,04s,,106.0,1595.0,128.0
Fulton,04v,,70.0,1593.0,130.0
Fulton,Ss20,,319.0,1350.0,441.0
Fulton,04w,,162.0,1592.0,131.0
Fulton,04x1,,392.0,1591.0,132.0
Fulton,04x2,,131.0,1590.0,133.0
Fulton,10r,,256.0,1359.0,207.0
Fulton,Ss19b,,25.0,1403.0,440.0
Fulton,04t,,45.0,1594.0,129.0
Fulton,10m,,312.0,1361.0,205.0
Fulton,04j,,375.0,1576.0,124.0
Fulton,Fc01,,116.0,,298.0
Fulton,11b1,,,,209.0
Fulton,03t,,387.0,1460.0,116.0
Fulton,Ss29a,,201.0,1347.0,444.0
Fulton,Jb02,,,1589.0,
Fulton,Ss26,,192.0,1348.0,443.0
Fulton,11m1,,,,219.0
Fulton,Hp01,,278.0,1587.0,301.0
Fulton,04i,,307.0,1565.0,123.0
Fulton,12a1,,,,224.0
Fulton,Fa01d,,,,297.0
Fulton,04a,,75.0,1453.0,117.0
Fulton,04b,,193.0,1452.0,118.0
Fulton,04c,,31.0,1451.0,119.0
Fulton,04d,,32.0,1559.0,120.0
Fulton,04f,,299.0,1558.0,121.0
Fulton,04g,,285.0,1557.0,122.0
Fulton,Ep04c,,,,293.0
Fulton,05f,,111.0,1526.0,139.0
Fulton,Ss13a,,273.0,1400.0,430.0
Fulton,Ml07b,,,,336.0
Fulton,09h,,235.0,1387.0,188.0
Fulton,Ap12a,,365.0,1280.0,255.0
Fulton,09g,,287.0,1600.0,187.0
Fulton,Ap10,,104.0,1279.0,254.0
Fulton,Ap09b,,253.0,1278.0,253.0
Fulton,09f,,214.0,1380.0,186.0
Fulton,Ap12b,,90.0,1281.0,256.0
Fulton,Ap09a,,370.0,1277.0,252.0
Fulton,Ap07b,,72.0,1276.0,251.0
Fulton,Ap07a,,208.0,1274.0,250.0
Fulton,Ap06,,84.0,1273.0,249.0
Fulton,Ap05,,59.0,1272.0,248.0
Fulton,Ap04b,,48.0,1271.0,247.0
Fulton,Ap04a,,362.0,1270.0,246.0
Fulton,09e,,4.0,1382.0,185.0
Fulton,Ap12c,,145.0,1282.0,257.0
Fulton,09i,,338.0,1399.0,189.0
Fulton,Ap14,,316.0,1283.0,258.0
Fulton,Ss09a,,206.0,1394.0,423.0
Fulton,Ss29b,,74.0,,
Fulton,Ss08d,,199.0,1395.0,422.0
Fulton,Ss08c,,35.0,1284.0,421.0
Fulton,Ss08b,,13.0,1287.0,420.0
Fulton,08f2,,279.0,,
Fulton,Cp052,,281.0,,
Fulton,Sc07b,,167.0,,
Fulton,09m,,318.0,1417.0,192.0
Fulton,Ss08a,,290.0,1312.0,419.0
Fulton,09k,,326.0,1419.0,190.0
Fulton,Ss07c,,222.0,1305.0,418.0
Fulton,Ss07b,,249.0,1536.0,417.0
Fulton,08a,,252.0,1257.0,166.0
Fulton,08b,,191.0,1256.0,167.0
Fulton,Ap03,,79.0,1269.0,245.0
Fulton,Ap02b,,237.0,1268.0,244.0
Fulton,Ap022,,176.0,1267.0,243.0
Fulton,Ap021,,359.0,1309.0,242.0
Fulton,12c1,,229.0,,
Fulton,Ss02a,,173.0,1583.0,410.0
Fulton,99999,Absentee (outside US),,1390.0,
Fulton,1200,,108.0,,
Fulton,08f1,,146.0,1252.0,171.0
Fulton,Ss01,,377.0,1598.0,409.0
Fulton,08g,,23.0,1251.0,172.0
Fulton,08h,,44.0,1249.0,173.0
Fulton,Rw11b,,154.0,,
Fulton,08j,,381.0,1248.0,174.0
Fulton,03p1b,,155.0,,
Fulton,08k,,354.0,1247.0,175.0
Fulton,08l,,257.0,1246.0,176.0
Fulton,08m,,343.0,1263.0,177.0
Fulton,08n1,,150.0,1264.0,178.0
Fulton,Ss02b,,328.0,1580.0,411.0
Fulton,Sc29b,,60.0,,
Fulton,Ss03,,33.0,1529.0,412.0
Fulton,Ss04,,71.0,1523.0,413.0
Fulton,Ap01d,,43.0,1331.0,241.0
Fulton,Ap01c,,156.0,1332.0,240.0
Fulton,09d,,282.0,1383.0,184.0
Fulton,Ap01b,,95.0,1333.0,239.0
Fulton,Ap01a,,9.0,1396.0,238.0
Fulton,09c,,344.0,1384.0,183.0
Fulton,09b,,76.0,1386.0,182.0
Fulton,08c,,259.0,1255.0,168.0
Fulton,Ss07a,,374.0,1539.0,416.0
Fulton,Ss06,,124.0,1540.0,415.0
Fulton,09a,,363.0,1388.0,181.0
Fulton,08d,,231.0,1254.0,169.0
Fulton,08e,,122.0,1253.0,170.0
Fulton,Ss05,,376.0,1551.0,414.0
Fulton,Uc033,,286.0,,
Fulton,Rw22b,,203.0,,
Fulton,Ch04b,,14.0,,
Fulton,Sc21a,,134.0,,
Fulton,Uc035,,217.0,,
Fulton,06r,,98.0,1306.0,155.0
Fulton,Cp08a,,288.0,1295.0,281.0
Fulton,Cp084,,80.0,1294.0,280.0
Fulton,Cp083,,266.0,1293.0,279.0
Fulton,Cp081,,52.0,1292.0,278.0
Fulton,Cp07f,,265.0,1291.0,277.0
Fulton,Cp07e,,,1290.0,276.0
Fulton,Cp07d,,184.0,1298.0,275.0
Fulton,Ss12,,330.0,1379.0,429.0
Fulton,Ss11d,,21.0,1381.0,428.0
Fulton,Ss11c,,196.0,1397.0,427.0
Fulton,Cp07c,,309.0,1310.0,274.0
Fulton,Cp07b,,152.0,1320.0,273.0
Fulton,Cp06a,,243.0,1311.0,272.0
Fulton,Cp05b,,42.0,1329.0,271.0
Fulton,06q,,179.0,1307.0,154.0
Fulton,Ss11b,,248.0,1389.0,426.0
Fulton,06n,,171.0,1376.0,153.0
Fulton,Ss13b,,100.0,1418.0,431.0
Fulton,05k,,172.0,1524.0,141.0
Fulton,Ss18a,,304.0,1406.0,437.0
Fulton,06b,,339.0,1544.0,142.0
Fulton,Ss17,,369.0,1410.0,436.0
Fulton,06d,,221.0,1542.0,143.0
Fulton,Ss16,,112.0,1411.0,435.0
Fulton,Ss15b,,187.0,1413.0,434.0
Fulton,06e,,63.0,1541.0,146.0
Fulton,Ss15a,,15.0,1414.0,433.0
Fulton,Ss14,,325.0,1415.0,432.0
Fulton,06f,,336.0,1538.0,147.0
Fulton,06g,,128.0,1537.0,148.0
Fulton,06i,,177.0,1535.0,149.0
Fulton,06j,,348.0,1423.0,150.0
Fulton,06l1,,51.0,1422.0,151.0
