index,County,Precinct,Registered Voters,Eugene Felton (I) (Dem)_Election Day Votes,Eugene Felton (I) (Dem)_Advanced Voting Votes,Eugene Felton (I) (Dem)_Absentee by Mail Votes,Eugene Felton (I) (Dem)_Provisional Votes,Eugene Felton (I) (Dem)_Choice Total,Total,
0,Macon,Marshallville,1344,267,285,133,0,685,685,
