index,County,Precinct,Registered Voters,Don Cole (Rep)_Election Day Votes,Don Cole (Rep)_Advanced Voting Votes,Don Cole (Rep)_Absentee by Mail Votes,Don Cole (Rep)_Provisional Votes,Don Cole (Rep)_Choice Total,Sanford Bishop (I) (Dem)_Election Day Votes,Sanford Bishop (I) (Dem)_Advanced Voting Votes,Sanford Bishop (I) (Dem)_Absentee by Mail Votes,Sanford Bishop (I) (Dem)_Provisional Votes,Sanford Bishop (I) (Dem)_Choice Total,Total,
0,Macon,Ideal,1399,116,337,30,0,483,102,247,86,0,435,918,
1,Macon,Oglethorpe,1294,50,251,14,0,315,85,324,110,0,519,834,
2,Macon,Marshallville,1344,84,212,30,0,326,223,208,126,0,557,883,
3,Macon,Montezuma #4,1597,44,241,28,0,313,135,386,208,0,729,1042,
4,Macon,Montezuma #5,1357,16,145,16,0,177,158,330,188,0,676,853,
