index,County,Precinct,Registered Voters,Debra Burnam (I) (Dem)_Election Day Votes,Debra Burnam (I) (Dem)_Advanced Voting Votes,Debra Burnam (I) (Dem)_Absentee by Mail Votes,Debra Burnam (I) (Dem)_Provisional Votes,Debra Burnam (I) (Dem)_Choice Total,Total,
0,Macon,Montezuma #5,1357,165,370,181,0,716,716,
