index,County,Precinct,Registered Voters,Ben Haugabook (I) (Dem)_Election Day Votes,Ben Haugabook (I) (Dem)_Advanced Voting Votes,Ben Haugabook (I) (Dem)_Absentee by Mail Votes,Ben Haugabook (I) (Dem)_Provisional Votes,Ben Haugabook (I) (Dem)_Choice Total,Total,
0,Macon,Oglethorpe,1294,111,471,108,0,690,690,
