index,County,Precinct,Registered Voters,Mickey George (I) (Dem)_Election Day Votes,Mickey George (I) (Dem)_Advanced Voting Votes,Mickey George (I) (Dem)_Absentee by Mail Votes,Mickey George (I) (Dem)_Provisional Votes,Mickey George (I) (Dem)_Choice Total,Total,
0,Macon,Montezuma #4,1597,146,503,207,0,856,856,
