index,County,Precinct,Registered Voters,Gail Johnson (I) (Dem)_Election Day Votes,Gail Johnson (I) (Dem)_Advanced Voting Votes,Gail Johnson (I) (Dem)_Absentee by Mail Votes,Gail Johnson (I) (Dem)_Provisional Votes,Gail Johnson (I) (Dem)_Choice Total,Total,
0,Miller,Colquitt-Miller,3912,540,1196,383,2,2121,2121,
