index,County,Precinct,Registered Voters,Leroy M. Bush (I) (Dem)_Election Day Votes,Leroy M. Bush (I) (Dem)_Advanced Voting Votes,Leroy M. Bush (I) (Dem)_Absentee by Mail Votes,Leroy M. Bush (I) (Dem)_Provisional Votes,Leroy M. Bush (I) (Dem)_Choice Total,Total,
0,Miller,Colquitt-Miller,3912,109,188,93,0,390,390,
