index,County,Precinct,Registered Voters,Jeff Campbell_Election Day Votes,Jeff Campbell_Advanced Voting Votes,Jeff Campbell_Absentee by Mail Votes,Jeff Campbell_Provisional Votes,Jeff Campbell_Choice Total,Carolyn A. Maultsby_Election Day Votes,Carolyn A. Maultsby_Advanced Voting Votes,Carolyn A. Maultsby_Absentee by Mail Votes,Carolyn A. Maultsby_Provisional Votes,Carolyn A. Maultsby_Choice Total,Total,
0,Oconee,City Hall,3910,127,624,216,0,967,71,325,117,0,513,1480,
