index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Oconee,City Hall,3910,253,1419,515,0,2187,95,606,198,0,899,3086,
1,Oconee,Colham Ferry,1847,148,677,213,0,1038,66,308,115,1,490,1528,
2,Oconee,Antioch,1397,160,411,146,0,717,79,211,81,0,371,1088,
3,Oconee,Farmington,737,122,201,71,0,394,37,92,32,0,161,555,
4,Oconee,Bishop,1938,180,692,190,2,1064,67,287,124,0,478,1542,
5,Oconee,High Shoals,1939,170,732,188,0,1090,69,345,86,0,500,1590,
6,Oconee,North Oconee,1244,141,463,140,0,744,42,179,55,0,276,1020,
7,Oconee,Dark Corner,3541,336,1313,347,1,1997,132,559,175,0,866,2863,
8,Oconee,Bogart,2384,264,760,262,0,1286,104,295,115,0,514,1800,
9,Oconee,Marswood Hall,4091,248,1381,663,0,2292,83,626,327,0,1036,3328,
10,Oconee,East Oconee,2647,124,865,347,0,1336,59,427,179,0,665,2001,
11,Oconee,Civic Center,4396,253,1545,599,0,2397,99,681,284,0,1064,3461,
