index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Oconee,City Hall,3910,245,1347,338,0,1930,75,652,364,0,1091,40,102,29,0,171,3192,
1,Oconee,Colham Ferry,1847,175,760,176,0,1111,28,221,153,0,402,15,34,12,1,62,1575,
2,Oconee,Antioch,1397,203,517,133,0,853,36,102,92,0,230,13,26,11,0,50,1133,
3,Oconee,Farmington,737,140,239,44,0,423,18,74,62,0,154,5,5,3,0,13,590,
4,Oconee,Bishop,1938,194,774,157,1,1126,47,215,161,1,424,16,24,11,0,51,1601,
5,Oconee,High Shoals,1939,200,847,171,0,1218,29,234,110,0,373,16,37,10,0,63,1654,
6,Oconee,North Oconee,1244,160,519,123,0,802,17,123,75,0,215,12,16,6,0,34,1051,
7,Oconee,Dark Corner,3541,414,1611,338,0,2363,47,297,180,1,525,23,49,18,0,90,2978,
8,Oconee,Bogart,2384,297,808,213,0,1318,63,249,163,0,475,22,36,12,0,70,1863,
9,Oconee,Marswood Hall,4091,252,1531,540,0,2323,60,488,443,0,991,27,68,34,0,129,3443,
10,Oconee,East Oconee,2647,110,923,237,0,1270,62,373,304,0,739,14,52,13,0,79,2088,
11,Oconee,Civic Center,4396,275,1639,451,0,2365,70,603,430,0,1103,21,71,37,0,129,3597,
