index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Oconee,City Hall,3910,244,1298,312,0,1854,97,783,423,0,1303,18,46,11,0,75,3232,
1,Oconee,Colham Ferry,1847,182,749,169,1,1101,37,275,182,0,494,5,12,4,0,21,1616,
2,Oconee,Antioch,1397,217,528,129,0,874,41,126,113,0,280,5,2,5,0,12,1166,
3,Oconee,Farmington,737,144,231,46,0,421,22,90,62,0,174,2,2,1,0,5,600,
4,Oconee,Bishop,1938,193,747,145,1,1086,57,274,185,1,517,10,8,7,0,25,1628,
5,Oconee,High Shoals,1939,200,816,161,0,1177,45,300,138,0,483,6,18,6,0,30,1690,
6,Oconee,North Oconee,1244,160,503,109,0,772,24,163,95,0,282,6,5,5,0,16,1070,
7,Oconee,Dark Corner,3541,418,1574,317,0,2309,64,382,219,1,666,15,22,5,0,42,3017,
8,Oconee,Bogart,2384,287,800,212,0,1299,84,292,181,0,557,11,14,2,0,27,1883,
9,Oconee,Marswood Hall,4091,242,1492,482,1,2217,89,585,537,0,1211,16,34,15,0,65,3493,
10,Oconee,East Oconee,2647,112,900,205,0,1217,77,433,347,0,857,9,26,4,0,39,2113,
11,Oconee,Civic Center,4396,281,1578,409,0,2268,86,741,511,0,1338,10,33,11,0,54,3660,
