index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Oconee,City Hall,3910,244,1342,331,0,1917,77,673,367,0,1117,39,84,23,0,146,3180,
1,Oconee,Colham Ferry,1847,178,755,176,0,1109,29,229,155,0,413,12,30,10,1,53,1575,
2,Oconee,Antioch,1397,206,521,130,0,857,34,101,99,0,234,15,22,7,0,44,1135,
3,Oconee,Farmington,737,141,237,43,0,421,17,73,59,0,149,4,4,4,0,12,582,
4,Oconee,Bishop,1938,191,765,157,1,1114,47,221,156,1,425,19,26,9,0,54,1593,
5,Oconee,High Shoals,1939,200,853,173,0,1226,31,235,113,0,379,17,30,7,0,54,1659,
6,Oconee,North Oconee,1244,161,510,120,0,791,17,129,77,0,223,11,11,3,0,25,1039,
7,Oconee,Dark Corner,3541,414,1601,344,0,2359,47,304,177,1,529,22,48,13,0,83,2971,
8,Oconee,Bogart,2384,294,811,213,0,1318,68,245,157,0,470,17,34,13,0,64,1852,
9,Oconee,Marswood Hall,4091,256,1534,528,0,2318,57,498,442,0,997,24,50,37,0,111,3426,
10,Oconee,East Oconee,2647,108,935,232,0,1275,65,369,310,0,744,13,42,8,0,63,2082,
11,Oconee,Civic Center,4396,275,1616,450,0,2341,73,620,439,0,1132,13,73,28,0,114,3587,
