index,County,Precinct,Registered Voters,Chris Summers_Election Day Votes,Chris Summers_Advanced Voting Votes,Chris Summers_Absentee by Mail Votes,Chris Summers_Provisional Votes,Chris Summers_Choice Total,Brett Thomas_Election Day Votes,Brett Thomas_Advanced Voting Votes,Brett Thomas_Absentee by Mail Votes,Brett Thomas_Provisional Votes,Brett Thomas_Choice Total,Total,
0,Oconee,City Hall,3910,72,292,119,0,483,135,693,220,0,1048,1531,
