index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,White,Blue Creek,2352,354,730,344,0,1428,81,157,42,0,280,1708,
1,White,Blue Ridge,929,154,241,122,0,517,31,43,28,0,102,619,
2,White,Helen,609,107,155,72,0,334,30,20,13,0,63,397,
3,White,Mossy Creek,3164,536,908,310,0,1754,121,221,73,0,415,2169,
4,White,Mt Yonah,4468,498,1447,517,2,2464,86,298,116,0,500,2964,
5,White,Nacoochee,1552,199,514,295,1,1009,56,78,41,0,175,1184,
6,White,Robertstown,407,90,97,44,0,231,29,31,6,0,66,297,
7,White,Shoal Creek,2538,366,669,237,0,1272,111,145,60,0,316,1588,
8,White,Tesnatee,1231,167,394,172,0,733,50,81,17,0,148,881,
9,White,Town Creek,1593,254,466,183,1,904,76,91,21,0,188,1092,
10,White,White Creek,1779,278,481,168,0,927,99,144,52,0,295,1222,
