index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,White,Blue Creek,2352,398,766,237,0,1401,31,154,154,0,339,16,20,14,0,50,1790,
1,White,Blue Ridge,929,174,265,112,1,552,13,36,32,0,81,4,2,5,0,11,644,
2,White,Helen,609,117,134,50,0,301,21,48,33,0,102,3,3,2,0,8,411,
3,White,Mossy Creek,3164,598,1055,285,0,1938,54,100,90,0,244,20,25,11,0,56,2238,
4,White,Mt Yonah,4468,523,1544,455,2,2524,68,266,180,0,514,20,35,19,0,74,3112,
5,White,Nacoochee,1552,204,468,206,1,879,57,135,137,0,329,10,12,5,0,27,1235,
6,White,Robertstown,407,102,99,36,0,237,17,29,20,0,66,3,7,2,0,12,315,
7,White,Shoal Creek,2538,442,779,218,0,1439,42,69,72,0,183,11,18,8,0,37,1659,
8,White,Tesnatee,1231,187,406,140,0,733,26,73,49,0,148,11,12,2,0,25,906,
9,White,Town Creek,1593,291,505,131,2,929,29,67,67,0,163,17,11,10,0,38,1130,
10,White,White Creek,1779,350,613,176,0,1139,21,38,45,0,104,15,10,8,0,33,1276,
