index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Cherokee,Air Acres,3050,414,752,355,2,1523,135,346,400,0,881,24,31,19,0,74,2478,
1,Cherokee,Arnold Mill,4884,750,1467,595,0,2812,160,420,443,0,1023,39,40,28,0,107,3942,
2,Cherokee,Avery,3592,429,1391,484,1,2305,71,223,229,0,523,29,34,12,0,75,2903,
3,Cherokee,Ball Ground,4065,495,1703,297,1,2496,71,226,166,0,463,24,53,20,0,97,3056,
4,Cherokee,Bascomb,4115,563,1163,397,0,2123,155,439,359,0,953,40,31,16,0,87,3163,
5,Cherokee,Bells,5906,591,1152,499,1,2243,271,849,626,0,1746,43,61,35,0,139,4128,
6,Cherokee,Booth,3899,396,1243,459,0,2098,120,414,395,0,929,15,41,18,0,74,3101,
7,Cherokee,Bradshaw,4491,449,1645,604,0,2698,111,416,349,0,876,33,40,13,0,86,3660,
8,Cherokee,Bridgemill,5113,597,1835,563,0,2995,122,468,447,0,1037,30,40,32,0,102,4134,
9,Cherokee,Canton,8213,597,2151,1028,0,3776,235,732,803,0,1770,43,71,28,0,142,5688,
10,Cherokee,Carmel,4581,491,849,372,0,1712,270,510,455,2,1237,42,26,34,1,103,3052,
11,Cherokee,Clayton,4906,706,1637,488,1,2832,112,322,314,0,748,40,52,23,0,115,3695,
12,Cherokee,Conns Creek,895,263,285,60,0,608,18,19,24,0,61,7,2,0,0,9,678,
13,Cherokee,Deer Run,3035,572,659,278,1,1510,139,352,284,0,775,25,24,18,0,67,2352,
14,Cherokee,Dixie,5733,512,1285,485,0,2282,272,679,571,0,1522,58,61,35,0,154,3958,
15,Cherokee,Freehome,5790,697,2188,761,0,3646,91,386,420,0,897,31,38,36,0,105,4648,
16,Cherokee,Hickory Flat,7334,754,2514,770,1,4039,178,862,635,1,1676,45,77,45,0,167,5882,
17,Cherokee,Hightower,3483,473,1408,395,0,2276,52,191,174,0,417,24,32,11,0,67,2760,
18,Cherokee,Hillside,3155,364,1066,373,0,1803,92,311,282,0,685,21,22,15,0,58,2546,
19,Cherokee,Holly Springs,3262,433,847,261,1,1542,114,271,178,0,563,46,36,19,0,101,2206,
20,Cherokee,Kellogg,5482,669,1211,450,2,2332,288,509,416,0,1213,48,57,31,0,136,3681,
21,Cherokee,Liberty,8350,746,2407,729,0,3882,280,912,658,0,1850,65,91,55,0,211,5943,
22,Cherokee,Little River,7480,636,1889,1129,1,3655,249,869,1002,0,2120,44,44,49,0,137,5912,
23,Cherokee,Macedonia,4853,608,1854,565,0,3027,116,360,337,0,813,28,44,19,0,91,3931,
24,Cherokee,Mountain Road,3078,513,887,330,1,1731,123,257,226,0,606,31,40,26,0,97,2434,
25,Cherokee,Neese,7642,708,1828,753,1,3290,296,917,842,0,2055,56,78,56,0,190,5535,
26,Cherokee,Oak Grove,3749,542,893,369,0,1804,157,302,295,0,754,27,24,19,0,70,2628,
27,Cherokee,R M Moore,3468,654,1188,371,0,2213,68,115,124,0,307,26,30,11,0,67,2587,
28,Cherokee,R T Jones,2525,181,661,175,1,1018,91,243,158,0,492,14,20,12,0,46,1556,
29,Cherokee,Rosecreek,3748,473,1134,373,0,1980,137,392,326,0,855,35,31,22,0,88,2923,
30,Cherokee,Salacoa,727,264,118,57,0,439,24,15,26,0,65,7,4,3,0,14,518,
31,Cherokee,Sixes,3101,418,1004,398,0,1820,76,274,281,0,631,17,25,16,0,58,2509,
32,Cherokee,Sutallee,2540,678,741,245,0,1664,101,125,92,1,319,16,16,16,0,48,2031,
33,Cherokee,Teasley,7981,1042,2542,689,0,4273,281,751,534,1,1567,72,89,43,0,204,6044,
34,Cherokee,Toonigh,6641,661,2117,655,0,3433,201,757,519,0,1477,48,63,50,0,161,5071,
35,Cherokee,Union Hill,4207,795,1418,491,2,2706,102,273,274,0,649,32,30,22,0,84,3439,
36,Cherokee,Univeter,5434,549,2011,581,0,3141,101,418,292,0,811,32,46,26,0,104,4056,
37,Cherokee,Victoria,3132,533,846,278,0,1657,112,269,172,0,553,32,33,20,0,85,2295,
38,Cherokee,Waleska,2875,552,761,392,0,1705,74,162,240,0,476,19,26,9,0,54,2235,
39,Cherokee,Wildcat,3215,489,1000,235,0,1724,115,277,178,0,570,29,36,20,0,85,2379,
40,Cherokee,Woodlands,3456,594,657,310,0,1561,268,372,368,0,1008,40,27,20,0,87,2656,
41,Cherokee,Woodstock,7345,604,1722,683,1,3010,296,984,673,2,1955,61,71,36,0,168,5133,
