index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Cherokee,Air Acres,3050,408,748,331,1,1488,111,316,309,0,736,44,39,28,0,111,2335,
1,Cherokee,Arnold Mill,4884,719,1449,590,0,2758,140,378,409,0,927,68,69,39,0,176,3861,
2,Cherokee,Avery,3592,426,1343,486,0,2255,57,212,215,0,484,39,56,19,0,114,2853,
3,Cherokee,Ball Ground,4065,473,1666,300,1,2440,58,192,162,0,412,42,61,22,0,125,2977,
4,Cherokee,Bascomb,4115,542,1125,381,0,2048,133,405,347,0,885,51,53,33,0,137,3070,
5,Cherokee,Bells,5906,582,1132,482,1,2197,240,803,590,0,1633,58,73,69,0,200,4030,
6,Cherokee,Booth,3899,390,1219,471,0,2080,99,369,367,0,835,28,68,24,0,120,3035,
7,Cherokee,Bradshaw,4491,458,1624,602,0,2684,81,367,335,0,783,42,68,29,0,139,3606,
8,Cherokee,Bridgemill,5113,591,1815,568,0,2974,99,413,426,0,938,45,64,44,0,153,4065,
9,Cherokee,Canton,8213,580,2118,1037,0,3735,201,680,779,0,1660,56,96,40,0,192,5587,
10,Cherokee,Carmel,4581,453,823,381,1,1658,256,490,435,1,1182,68,37,35,1,141,2981,
11,Cherokee,Clayton,4906,689,1615,493,0,2797,98,296,293,0,687,43,58,29,1,131,3615,
12,Cherokee,Conns Creek,895,253,275,58,0,586,17,18,23,0,58,9,1,4,0,14,658,
13,Cherokee,Deer Run,3035,553,655,285,1,1494,109,319,273,0,701,46,36,16,0,98,2293,
14,Cherokee,Dixie,5733,500,1257,497,0,2254,246,641,550,0,1437,67,75,50,0,192,3883,
15,Cherokee,Freehome,5790,667,2134,762,0,3563,72,355,395,0,822,48,73,55,0,176,4561,
16,Cherokee,Hickory Flat,7334,720,2459,768,1,3948,163,785,596,0,1544,59,107,62,1,229,5721,
17,Cherokee,Hightower,3483,459,1369,395,0,2223,39,166,162,0,367,32,58,22,0,112,2702,
18,Cherokee,Hillside,3155,361,1059,369,0,1789,75,278,273,0,626,29,32,23,0,84,2499,
19,Cherokee,Holly Springs,3262,415,823,254,1,1493,98,242,167,0,507,57,52,31,0,140,2140,
20,Cherokee,Kellogg,5482,669,1182,445,2,2298,249,488,392,0,1129,65,74,50,0,189,3616,
21,Cherokee,Liberty,8350,724,2341,740,0,3805,244,871,640,0,1755,85,112,60,0,257,5817,
22,Cherokee,Little River,7480,608,1871,1097,0,3576,218,812,973,0,2003,60,72,74,1,207,5786,
23,Cherokee,Macedonia,4853,601,1842,568,0,3011,89,328,317,0,734,48,52,27,0,127,3872,
24,Cherokee,Mountain Road,3078,507,884,335,1,1727,92,227,218,0,537,53,43,19,0,115,2379,
25,Cherokee,Neese,7642,698,1804,740,1,3243,248,854,835,0,1937,82,106,74,0,262,5442,
26,Cherokee,Oak Grove,3749,527,874,370,0,1771,134,274,291,0,699,45,44,24,0,113,2583,
27,Cherokee,R M Moore,3468,635,1153,381,0,2169,55,107,114,0,276,39,31,17,0,87,2532,
28,Cherokee,R T Jones,2525,168,652,177,1,998,87,221,153,0,461,19,30,11,0,60,1519,
29,Cherokee,Rosecreek,3748,466,1124,385,0,1975,103,357,310,0,770,51,45,22,0,118,2863,
30,Cherokee,Salacoa,727,249,115,55,0,419,19,16,26,0,61,10,3,4,0,17,497,
31,Cherokee,Sixes,3101,407,974,400,0,1781,59,254,254,0,567,33,46,21,0,100,2448,
32,Cherokee,Sutallee,2540,659,738,238,0,1635,76,102,93,0,271,32,23,19,1,75,1981,
33,Cherokee,Teasley,7981,1015,2512,694,0,4221,249,682,521,1,1453,88,119,41,0,248,5922,
34,Cherokee,Toonigh,6641,646,2072,657,0,3375,169,711,493,0,1373,58,90,64,0,212,4960,
35,Cherokee,Union Hill,4207,779,1395,501,2,2677,89,244,256,0,589,41,55,24,0,120,3386,
36,Cherokee,Univeter,5434,529,1950,576,0,3055,85,372,275,0,732,48,81,32,0,161,3948,
37,Cherokee,Victoria,3132,514,839,269,0,1622,94,241,168,0,503,54,48,35,0,137,2262,
38,Cherokee,Waleska,2875,534,750,374,0,1658,53,139,242,0,434,36,30,16,0,82,2174,
39,Cherokee,Wildcat,3215,471,969,242,0,1682,92,254,174,0,520,49,52,23,0,124,2326,
40,Cherokee,Woodlands,3456,588,630,313,0,1531,224,358,336,0,918,57,43,37,0,137,2586,
41,Cherokee,Woodstock,7345,597,1711,674,1,2983,258,911,639,2,1810,73,102,62,0,237,5030,
