index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Cherokee,Air Acres,3050,402,746,345,2,1495,115,312,298,0,725,45,50,32,0,127,2347,
1,Cherokee,Arnold Mill,4884,722,1447,605,0,2774,124,383,407,0,914,79,68,44,0,191,3879,
2,Cherokee,Avery,3592,421,1355,485,1,2262,61,201,209,0,471,44,64,26,0,134,2867,
3,Cherokee,Ball Ground,4065,481,1668,307,1,2457,49,201,154,0,404,44,66,27,0,137,2998,
4,Cherokee,Bascomb,4115,547,1145,394,0,2086,130,395,345,0,870,52,57,32,0,141,3097,
5,Cherokee,Bells,5906,588,1142,491,1,2222,227,786,605,0,1618,71,95,65,0,231,4071,
6,Cherokee,Booth,3899,396,1227,472,0,2095,89,368,374,0,831,37,68,21,0,126,3052,
7,Cherokee,Bradshaw,4491,459,1647,607,0,2713,82,349,328,0,759,43,84,36,0,163,3635,
8,Cherokee,Bridgemill,5113,595,1823,575,0,2993,92,409,418,0,919,51,69,51,0,171,4083,
9,Cherokee,Canton,8213,587,2127,1055,0,3769,198,670,760,0,1628,61,111,59,0,231,5628,
10,Cherokee,Carmel,4581,474,842,390,1,1707,241,480,429,1,1151,64,40,42,1,147,3005,
11,Cherokee,Clayton,4906,692,1619,500,0,2811,87,288,297,0,672,59,73,33,1,166,3649,
12,Cherokee,Conns Creek,895,252,278,62,0,592,14,19,22,0,55,13,3,2,0,18,665,
13,Cherokee,Deer Run,3035,556,653,290,1,1500,112,321,269,0,702,48,46,23,0,117,2319,
14,Cherokee,Dixie,5733,508,1269,507,0,2284,236,629,546,0,1411,75,86,57,0,218,3913,
15,Cherokee,Freehome,5790,666,2146,768,0,3580,71,344,401,0,816,61,78,56,0,195,4591,
16,Cherokee,Hickory Flat,7334,723,2463,787,0,3973,159,782,590,0,1531,62,125,59,1,247,5751,
17,Cherokee,Hightower,3483,464,1376,406,0,2246,39,164,158,0,361,29,62,23,0,114,2721,
18,Cherokee,Hillside,3155,359,1058,379,0,1796,71,275,270,0,616,34,44,24,0,102,2514,
19,Cherokee,Holly Springs,3262,434,829,257,1,1521,90,242,168,0,500,53,59,32,0,144,2165,
20,Cherokee,Kellogg,5482,654,1192,463,2,2311,244,476,381,0,1101,84,76,55,0,215,3627,
21,Cherokee,Liberty,8350,713,2366,749,0,3828,234,852,628,0,1714,106,120,70,0,296,5838,
22,Cherokee,Little River,7480,618,1870,1118,0,3606,210,795,961,0,1966,67,96,91,1,255,5827,
23,Cherokee,Macedonia,4853,596,1853,586,0,3035,93,325,319,0,737,50,52,24,0,126,3898,
24,Cherokee,Mountain Road,3078,502,889,344,1,1736,92,228,217,0,537,59,46,20,0,125,2398,
25,Cherokee,Neese,7642,702,1809,757,1,3269,243,846,821,0,1910,89,121,84,0,294,5473,
26,Cherokee,Oak Grove,3749,533,881,380,0,1794,137,268,283,0,688,45,52,29,0,126,2608,
27,Cherokee,R M Moore,3468,638,1159,383,0,2180,56,109,114,0,279,38,34,18,0,90,2549,
28,Cherokee,R T Jones,2525,173,649,171,1,994,81,220,158,0,459,22,36,13,0,71,1524,
29,Cherokee,Rosecreek,3748,464,1141,391,0,1996,107,340,308,0,755,53,46,24,0,123,2874,
30,Cherokee,Salacoa,727,253,116,56,0,425,19,14,29,0,62,11,5,3,0,19,506,
31,Cherokee,Sixes,3101,410,977,405,0,1792,61,249,252,0,562,31,54,24,0,109,2463,
32,Cherokee,Sutallee,2540,663,740,246,0,1649,76,106,91,1,274,36,22,21,0,79,2002,
33,Cherokee,Teasley,7981,1022,2515,699,0,4236,237,665,520,1,1423,97,139,57,0,293,5952,
34,Cherokee,Toonigh,6641,642,2094,664,0,3400,164,696,489,0,1349,75,98,76,0,249,4998,
35,Cherokee,Union Hill,4207,779,1393,501,2,2675,86,241,255,0,582,47,57,29,0,133,3390,
36,Cherokee,Univeter,5434,549,1965,589,0,3103,72,375,274,0,721,48,75,32,0,155,3979,
37,Cherokee,Victoria,3132,522,850,272,0,1644,85,233,172,0,490,58,51,35,0,144,2278,
38,Cherokee,Waleska,2875,540,752,381,0,1673,57,137,242,0,436,34,34,18,0,86,2195,
39,Cherokee,Wildcat,3215,472,975,248,0,1695,89,250,163,0,502,54,58,30,0,142,2339,
40,Cherokee,Woodlands,3456,599,645,322,0,1566,215,353,338,0,906,57,45,36,0,138,2610,
41,Cherokee,Woodstock,7345,594,1719,679,1,2993,260,904,647,2,1813,78,114,62,0,254,5060,
