index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Whitfield,1A,2533,175,316,157,3,651,178,334,177,0,689,9,5,5,0,19,1359,
1,Whitfield,2A,3090,322,881,243,5,1451,145,341,191,1,678,10,16,3,0,29,2158,
2,Whitfield,3A,2221,232,563,179,0,974,99,281,179,0,559,14,6,7,0,27,1560,
3,Whitfield,4A,2586,254,709,206,0,1169,158,355,196,1,710,8,12,3,0,23,1902,
4,Whitfield,5A,2238,135,145,64,2,346,249,379,151,3,782,5,8,4,0,17,1145,
5,Whitfield,6A,1690,104,112,42,1,259,206,265,93,1,565,7,3,2,0,12,836,
6,Whitfield,AN,2474,232,362,94,5,693,167,315,135,1,618,4,4,4,0,12,1323,
7,Whitfield,CA,1953,483,392,104,1,980,82,103,53,2,240,5,3,0,0,8,1228,
8,Whitfield,CO,1431,446,308,83,7,844,57,60,59,1,177,6,2,1,0,9,1030,
9,Whitfield,DG,3295,508,782,248,4,1542,197,311,190,0,698,16,17,3,0,36,2276,
10,Whitfield,ES,1702,233,310,75,0,618,111,140,92,0,343,6,6,2,0,14,975,
11,Whitfield,FI,2146,406,468,107,2,983,108,204,83,0,395,10,6,5,0,21,1399,
12,Whitfield,GL,2510,342,521,140,1,1004,199,267,149,1,616,8,4,2,0,14,1634,
13,Whitfield,LT,1148,282,405,70,1,758,22,62,26,1,111,3,1,3,0,7,876,
14,Whitfield,MC,1659,478,480,102,1,1061,38,74,52,0,164,11,3,1,0,15,1240,
15,Whitfield,NI,2456,611,647,171,1,1430,82,111,84,1,278,8,3,4,0,15,1723,
16,Whitfield,PG,4721,599,1393,380,4,2376,236,411,260,4,911,9,13,7,0,29,3316,
17,Whitfield,TH,3836,715,1095,260,2,2072,111,247,188,0,546,14,15,9,0,38,2656,
18,Whitfield,TI,775,268,130,32,0,430,32,24,19,1,76,4,0,3,0,7,513,
19,Whitfield,TR,1335,339,446,115,0,900,34,48,50,0,132,8,7,2,0,17,1049,
20,Whitfield,UT,1053,362,251,70,0,683,40,28,36,0,104,6,0,1,0,7,794,
21,Whitfield,VA,5250,952,1587,378,2,2919,181,411,246,0,838,17,20,11,0,48,3805,
22,Whitfield,WS,2647,485,781,224,3,1493,82,226,131,1,440,6,8,2,0,16,1949,
