index,County,Precinct,Registered Voters,Authur James Nance (I) (Dem)_Election Day Votes,Authur James Nance (I) (Dem)_Advanced Voting Votes,Authur James Nance (I) (Dem)_Absentee by Mail Votes,Authur James Nance (I) (Dem)_Provisional Votes,Authur James Nance (I) (Dem)_Choice Total,Total,
0,Crisp,Cordele,8897,380,778,435,0,1593,1593,
