index,County,Precinct,Registered Voters,Don Cole (Rep)_Election Day Votes,Don Cole (Rep)_Advanced Voting Votes,Don Cole (Rep)_Absentee by Mail Votes,Don Cole (Rep)_Provisional Votes,Don Cole (Rep)_Choice Total,Sanford Bishop (I) (Dem)_Election Day Votes,Sanford Bishop (I) (Dem)_Advanced Voting Votes,Sanford Bishop (I) (Dem)_Absentee by Mail Votes,Sanford Bishop (I) (Dem)_Provisional Votes,Sanford Bishop (I) (Dem)_Choice Total,Total,
0,Crisp,Arabi,785,147,245,38,0,430,47,55,31,0,133,563,
1,Crisp,Coney,859,124,404,77,0,605,18,49,39,0,106,711,
2,Crisp,Cordele,8897,256,1703,422,4,2385,530,1426,788,0,2744,5129,
3,Crisp,Jamestown,1196,198,479,129,0,806,26,63,45,1,135,941,
4,Crisp,Listonia,817,191,298,76,0,565,6,14,19,0,39,604,
