index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Crisp,Arabi,785,161,258,40,0,459,33,44,27,0,104,4,2,0,0,6,569,
1,Crisp,Coney,859,125,418,84,0,627,16,36,29,0,81,0,3,1,0,4,712,
2,Crisp,Cordele,8897,292,1811,452,4,2559,476,1292,727,0,2495,26,43,17,0,86,5140,
3,Crisp,Jamestown,1196,208,492,138,0,838,14,49,34,1,98,1,3,0,0,4,940,
4,Crisp,Listonia,817,192,298,81,0,571,6,13,12,0,31,2,2,1,0,5,607,
