index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
38,Cobb,East Piedmont 01,2627,346,561,503,0,1410,104,146,128,0,378,1788,
39,Cobb,Fair Oaks 02,5779,532,1082,894,4,2512,182,333,322,5,842,3354,
40,Cobb,Fair Oaks 04,5322,591,711,641,5,1948,174,223,226,2,625,2573,
41,Cobb,Fullers Park 01,3452,359,782,920,0,2061,130,241,272,0,643,2704,
42,Cobb,Ford 01,3161,294,929,601,0,1824,94,359,163,1,617,2441,
43,Cobb,Frey 01,2582,170,811,439,0,1420,64,302,152,0,518,1938,
44,Cobb,Garrison Mill 01,2872,352,736,687,1,1776,112,195,162,0,469,2245,
45,Cobb,Gritters 01,4033,491,857,838,2,2188,181,269,236,0,686,2874,
46,Cobb,Harmony-Leland 01,6394,352,1764,1263,4,3383,119,477,383,1,980,4363,
47,Cobb,Harrison 01,3122,335,889,600,0,1824,92,287,190,0,569,2393,
48,Cobb,Hightower 01,4262,365,907,1401,0,2673,126,306,288,0,720,3393,
49,Cobb,Hayes 01,4111,356,1100,885,1,2342,119,392,263,0,774,3116,
50,Cobb,Kennesaw 1A,2499,309,584,327,10,1230,101,171,96,6,374,1604,
51,Cobb,Kennesaw 2A,3944,395,933,673,4,2005,124,306,169,1,600,2605,
52,Cobb,Kennesaw 3A,6477,532,1615,1035,6,3188,154,442,305,1,902,4090,
53,Cobb,Kennesaw 4A,3783,330,933,714,2,1979,98,295,231,1,625,2604,
54,Cobb,Kennesaw 5A,5855,648,1636,1013,1,3298,188,495,302,0,985,4283,
55,Cobb,Kell 01,2006,306,399,468,0,1173,118,126,88,1,333,1506,
56,Cobb,Kemp 01,1960,235,486,414,0,1135,80,194,107,0,381,1516,
57,Cobb,Kemp 02,4049,380,1055,883,7,2325,152,337,259,0,748,3073,
58,Cobb,Kemp 03,3955,457,1103,726,3,2289,146,426,229,0,801,3090,
59,Cobb,Lassiter 01,3647,415,868,875,0,2158,140,288,284,0,712,2870,
60,Cobb,Lindley 01,4797,326,1386,1114,0,2826,129,364,306,0,799,3625,
61,Cobb,Lost Mountain 01,3604,200,1138,771,1,2110,97,422,225,0,744,2854,
62,Cobb,Lost Mountain 02,4121,355,1357,815,0,2527,104,522,220,0,846,3373,
63,Cobb,Lost Mountain 03,5387,315,1781,1033,1,3130,85,669,296,1,1051,4181,
64,Cobb,Lost Mountain 04,2629,238,750,534,0,1522,74,306,145,1,526,2048,
65,Cobb,Mableton 01,5127,319,1225,1049,2,2595,87,381,343,2,813,3408,
66,Cobb,Mableton 02,3330,287,588,521,0,1396,87,203,162,0,452,1848,
67,Cobb,Mableton 03,3010,283,695,597,2,1577,76,221,206,1,504,2081,
68,Cobb,Mableton 04,1581,156,391,410,0,957,52,117,112,0,281,1238,
69,Cobb,Mabry 01,1656,224,410,395,4,1033,68,124,102,1,295,1328,
70,Cobb,Macland 01,4213,315,1107,705,1,2128,98,325,266,0,689,2817,
71,Cobb,Murdock 01,4059,432,864,1208,0,2504,144,275,283,0,702,3206,
72,Cobb,McEachern 01,3549,213,966,728,1,1908,74,326,253,0,653,2561,
73,Cobb,McCleskey 01,1736,236,373,416,0,1025,87,161,116,0,364,1389,
74,Cobb,McClure 01,3290,375,893,631,2,1901,112,328,165,0,605,2506,
75,Cobb,Marietta 1A,4468,408,783,581,4,1776,104,222,157,2,485,2261,
76,Cobb,Marietta 2A,2059,300,475,472,0,1247,83,158,168,0,409,1656,
77,Cobb,Marietta 2B,4447,440,1036,839,2,2317,139,295,220,1,655,2972,
78,Cobb,Marietta 3A,4388,380,1034,931,1,2346,139,292,267,2,700,3046,
79,Cobb,Marietta 3B,2218,163,459,365,1,988,54,125,132,0,311,1299,
80,Cobb,Marietta 4A,1956,348,395,444,0,1187,127,130,148,0,405,1592,
81,Cobb,Marietta 4B,2056,210,449,467,1,1127,79,149,112,0,340,1467,
82,Cobb,Marietta 4C,2781,290,757,633,0,1680,87,237,175,0,499,2179,
83,Cobb,Marietta 5A,3324,342,623,551,2,1518,102,189,175,3,469,1987,
84,Cobb,Marietta 5B,3084,326,526,367,2,1221,79,144,141,1,365,1586,
85,Cobb,Marietta 6A,2647,275,538,350,3,1166,91,153,94,2,340,1506,
86,Cobb,Marietta 6B,2910,273,693,713,0,1679,119,202,193,0,514,2193,
87,Cobb,Marietta 7A,3745,291,729,399,2,1421,77,158,112,2,349,1770,
88,Cobb,Mars Hill 01,3633,378,964,585,1,1928,136,413,169,1,719,2647,
89,Cobb,Mars Hill 02,2916,328,750,488,0,1566,93,241,133,0,467,2033,
90,Cobb,Mt Bethel 01,4125,390,905,1262,5,2562,111,274,329,1,715,3277,
91,Cobb,Mt Bethel 03,3294,218,817,882,0,1917,75,260,241,0,576,2493,
92,Cobb,Mt Bethel 04,2981,260,631,897,0,1788,74,221,222,0,517,2305,
93,Cobb,North Cobb 01,2317,236,601,415,1,1253,86,172,114,0,372,1625,
94,Cobb,Nickajack 01,4889,373,1405,984,5,2767,103,347,174,0,624,3391,
95,Cobb,Norton Park 01,4922,449,951,947,8,2355,145,274,265,1,685,3040,
96,Cobb,Nicholson 01,2455,322,515,495,1,1333,93,182,154,0,429,1762,
97,Cobb,Oakdale 01,3944,312,960,1001,0,2273,105,282,264,0,651,2924,
98,Cobb,Oregon 01,1614,184,437,323,2,946,66,177,101,0,344,1290,
99,Cobb,Oregon 02,5671,471,1271,1086,2,2830,144,347,348,0,839,3669,
100,Cobb,Oregon 03,5713,485,1016,794,7,2302,169,292,266,2,729,3031,
101,Cobb,Oregon 04,4673,368,1050,917,4,2339,128,304,297,0,729,3068,
102,Cobb,Oregon 05,3846,355,1114,776,0,2245,125,369,240,1,735,2980,
103,Cobb,Pebblebrook 01,5218,399,1205,788,4,2396,137,354,294,2,787,3183,
104,Cobb,Powers Ferry 01,3504,388,767,739,1,1895,139,187,199,2,527,2422,
105,Cobb,Pine Mountain 01,3491,352,1032,667,4,2055,116,308,229,1,654,2709,
106,Cobb,Pine Mountain 02,3127,362,850,697,2,1911,104,276,199,0,579,2490,
107,Cobb,Post Oak 01,3660,370,935,898,2,2205,142,285,233,2,662,2867,
108,Cobb,Pope 01,3153,277,750,817,0,1844,101,253,230,0,584,2428,
109,Cobb,Palmer 01,2760,319,613,536,0,1468,117,190,178,0,485,1953,
110,Cobb,Powders Springs 1A,4755,249,1387,1011,3,2650,76,412,312,2,802,3452,
111,Cobb,Powders Springs 2A,3536,230,891,548,2,1671,80,250,188,0,518,2189,
112,Cobb,Powders Springs 3A,3991,293,1116,583,0,1992,72,313,214,1,600,2592,
113,Cobb,Pitner 01,2814,385,682,518,1,1586,139,204,125,1,469,2055,
114,Cobb,Rocky Mount 01,3390,471,750,771,2,1994,135,240,198,0,573,2567,
115,Cobb,Riverside 01,2133,190,406,240,2,838,63,109,81,0,253,1091,
116,Cobb,Roswell 01,5374,496,1232,1701,0,3429,161,357,390,1,909,4338,
117,Cobb,Roswell 02,3701,377,750,1115,2,2244,129,275,283,1,688,2932,
118,Cobb,Sandy Plains 01,2933,366,682,748,2,1798,95,192,178,0,465,2263,
119,Cobb,Shallowford Falls 01,3387,397,770,971,1,2139,113,233,223,0,569,2708,
120,Cobb,Simpson 01,1868,172,467,448,1,1088,72,178,102,0,352,1440,
121,Cobb,Sewell Mill 01,3493,372,802,905,0,2079,115,236,267,0,618,2697,
122,Cobb,Sewell Mill 03,4759,529,878,877,4,2288,154,290,282,3,729,3017,
123,Cobb,Smyrna 1A,4152,453,839,649,3,1944,101,173,188,1,463,2407,
124,Cobb,Smyrna 2A,5539,457,1416,1032,1,2906,129,289,235,1,654,3560,
125,Cobb,Smyrna 3A,4573,337,1147,935,4,2423,114,305,223,0,642,3065,
126,Cobb,Smyrna 3B,2496,215,643,583,2,1443,76,188,136,0,400,1843,
127,Cobb,Smyrna 4A,5842,419,1425,1671,6,3521,150,417,456,0,1023,4544,
128,Cobb,Smyrna 5A,4319,417,914,818,8,2157,132,234,199,1,566,2723,
129,Cobb,Smyrna 6A,5936,486,1514,1483,7,3490,138,416,367,1,922,4412,
130,Cobb,Smyrna 7A,6378,347,1875,1741,0,3963,101,513,416,0,1030,4993,
131,Cobb,Sope Creek 01,2163,274,442,638,1,1355,91,146,166,0,403,1758,
132,Cobb,Sope Creek 02,4729,432,1095,1201,2,2730,130,330,304,2,766,3496,
133,Cobb,Sope Creek 03,2886,327,661,686,0,1674,104,208,194,0,506,2180,
134,Cobb,Sweetwater 01,3235,294,836,557,0,1687,97,269,160,1,527,2214,
135,Cobb,Sweetwater 02,3367,260,584,554,17,1415,80,181,188,3,452,1867,
136,Cobb,Terrell Mill 01,5816,541,1183,956,9,2689,151,309,268,0,728,3417,
137,Cobb,Timber Ridge 01,2448,237,538,714,1,1490,99,188,185,0,472,1962,
138,Cobb,Vaughan 01,3146,326,963,536,0,1825,122,350,140,0,612,2437,
139,Cobb,Vinings 01,3260,308,802,695,0,1805,90,205,151,1,447,2252,
140,Cobb,Vinings 02,6400,537,1504,1355,3,3399,147,401,326,3,877,4276,
141,Cobb,Vinings 03,4407,314,1157,969,5,2445,83,323,264,0,670,3115,
142,Cobb,Vinings 04,3405,434,723,792,2,1951,161,217,212,0,590,2541,
143,Cobb,Wade Green 02,4718,499,1154,888,1,2542,167,367,290,0,824,3366,
144,Cobb,Willeo 01,2836,350,638,791,1,1780,115,180,197,0,492,2272,
