index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Cobb,Acworth 1A,5458,257,1060,598,0,1915,190,813,839,2,1844,39,61,64,1,165,3924,
1,Cobb,Acworth 1B,5214,395,971,542,2,1910,252,666,624,4,1546,42,61,51,0,154,3610,
2,Cobb,Acworth 1C,5110,186,672,289,1,1148,265,1044,782,9,2100,53,79,51,0,183,3431,
3,Cobb,Addison 01,2444,234,357,355,0,946,105,304,463,2,874,37,34,34,0,105,1925,
4,Cobb,Austell 1A,5329,150,249,178,2,579,357,1267,937,9,2570,38,52,42,2,134,3283,
5,Cobb,Bells Ferry 02,3127,309,514,331,0,1154,135,378,467,0,980,42,38,40,1,121,2255,
6,Cobb,Bells Ferry 03,2436,258,309,183,2,752,171,283,336,1,791,38,43,22,0,103,1646,
7,Cobb,Bells Ferry 04,3646,440,600,389,2,1431,171,437,441,2,1051,56,52,61,1,170,2652,
8,Cobb,Big Shanty 01,2385,218,355,266,5,844,126,280,246,1,653,28,28,30,0,86,1583,
9,Cobb,Big Shanty 02,3236,302,571,387,2,1262,165,420,489,1,1075,24,45,34,1,104,2441,
10,Cobb,Baker 01,4773,340,678,292,3,1313,270,922,620,7,1819,49,72,48,0,169,3301,
11,Cobb,Birney 01,2727,125,230,267,4,626,200,444,403,6,1053,26,37,29,3,95,1774,
12,Cobb,Birney 02,3894,173,398,367,1,939,185,838,802,4,1829,26,49,41,0,116,2884,
