index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Cobb,Acworth 1A,5458,351,1361,1022,1,2735,124,545,444,2,1115,3850,
1,Cobb,Acworth 1B,5214,513,1249,795,3,2560,162,416,370,2,950,3510,
2,Cobb,Acworth 1C,5110,375,1353,777,7,2512,113,409,292,2,816,3328,
3,Cobb,Addison 01,2444,260,517,603,1,1381,115,167,239,1,522,1903,
4,Cobb,Austell 1A,5329,423,1199,830,12,2464,105,307,296,1,709,3173,
5,Cobb,Bells Ferry 02,3127,332,689,559,1,1581,138,230,246,1,615,2196,
6,Cobb,Bells Ferry 03,2436,346,483,382,2,1213,117,138,146,1,402,1615,
7,Cobb,Bells Ferry 04,3646,479,756,644,4,1883,187,303,235,1,726,2609,
8,Cobb,Big Shanty 01,2385,270,457,378,4,1109,105,180,159,1,445,1554,
9,Cobb,Big Shanty 02,3236,363,743,642,3,1751,119,289,253,0,661,2412,
10,Cobb,Baker 01,4773,510,1288,693,5,2496,150,369,247,2,768,3264,
11,Cobb,Birney 01,2727,274,518,466,9,1267,86,179,205,3,473,1740,
12,Cobb,Birney 02,3894,289,961,870,3,2123,87,305,315,1,708,2831,
13,Cobb,Bryant 01,2142,167,593,385,2,1147,47,138,98,1,284,1431,
14,Cobb,Bryant 02,6209,471,1245,650,6,2372,110,310,175,0,595,2967,
15,Cobb,Blackwell 01,2698,282,564,553,3,1402,132,226,232,0,590,1992,
16,Cobb,Chattahoochee 01,5969,527,1481,942,8,2958,165,411,241,0,817,3775,
17,Cobb,Cheatham Hill 02,3085,335,755,635,1,1726,95,311,284,0,690,2416,
18,Cobb,Cheatham Hill 03,4029,337,1095,868,0,2300,127,427,341,1,896,3196,
19,Cobb,Chalker 01,6065,632,1320,860,2,2814,178,421,315,1,915,3729,
20,Cobb,Clarkdale 01,1937,161,385,307,2,855,70,129,126,1,326,1181,
21,Cobb,Clarkdale 02,5372,531,1291,814,5,2641,167,399,283,1,850,3491,
22,Cobb,Cooper 01,5252,400,1188,848,2,2438,136,324,276,0,736,3174,
23,Cobb,Chestnut Ridge 01,3162,306,669,822,0,1797,133,291,361,0,785,2582,
24,Cobb,Dickerson 01,2828,257,639,701,1,1598,94,247,335,3,679,2277,
25,Cobb,Dobbins 01,3024,272,414,317,7,1010,82,140,135,5,362,1372,
