index,County,Precinct,Registered Voters,Roger Bruce (I) (Dem)_Election Day Votes,Roger Bruce (I) (Dem)_Advanced Voting Votes,Roger Bruce (I) (Dem)_Absentee by Mail Votes,Roger Bruce (I) (Dem)_Provisional Votes,Roger Bruce (I) (Dem)_Choice Total,Total,
0,Cobb,Clarkdale 02,5372,436,1217,774,1,2428,2428,
