index,County,Precinct,Registered Voters,Keith Powell (I) (Rep)_Election Day Votes,Keith Powell (I) (Rep)_Advanced Voting Votes,Keith Powell (I) (Rep)_Absentee by Mail Votes,Keith Powell (I) (Rep)_Provisional Votes,Keith Powell (I) (Rep)_Choice Total,Total,
0,Berrien,Nashville,6079,155,530,145,0,830,830,
