index,County,Precinct,Registered Voters,Wesley Bennefield_Election Day Votes,Wesley Bennefield_Advanced Voting Votes,Wesley Bennefield_Absentee by Mail Votes,Wesley Bennefield_Provisional Votes,Wesley Bennefield_Choice Total,David Schools_Election Day Votes,David Schools_Advanced Voting Votes,David Schools_Absentee by Mail Votes,David Schools_Provisional Votes,David Schools_Choice Total,Total,
0,Berrien,Ray City,1946,71,62,33,0,166,93,59,22,0,174,340,
