index,County,Precinct,Registered Voters,J. H . Jimmy Bankston (I) (Dem)_Election Day Votes,J. H . Jimmy Bankston (I) (Dem)_Advanced Voting Votes,J. H . Jimmy Bankston (I) (Dem)_Absentee by Mail Votes,J. H . Jimmy Bankston (I) (Dem)_Provisional Votes,J. H . Jimmy Bankston (I) (Dem)_Choice Total,Total,
0,Webster,Preston 1,1705,244,616,291,0,1151,1151,
