index,County,Precinct,Registered Voters,Jack Holbrook (I) (Dem)_Election Day Votes,Jack Holbrook (I) (Dem)_Advanced Voting Votes,Jack Holbrook (I) (Dem)_Absentee by Mail Votes,Jack Holbrook (I) (Dem)_Provisional Votes,Jack Holbrook (I) (Dem)_Choice Total,Total,
0,Webster,Preston 1,1705,54,179,48,0,281,281,
