index,County,Precinct,Registered Voters,Marjorie R. Hine (I) (Dem)_Election Day Votes,Marjorie R. Hine (I) (Dem)_Advanced Voting Votes,Marjorie R. Hine (I) (Dem)_Absentee by Mail Votes,Marjorie R. Hine (I) (Dem)_Provisional Votes,Marjorie R. Hine (I) (Dem)_Choice Total,Total,
0,Webster,Preston 1,1705,254,677,298,0,1229,1229,
