index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Muscogee,Wynnton/Britt,5289,122,442,188,0,752,306,1019,725,0,2050,20,45,29,0,94,2896,
1,Muscogee,Carver/Mack,4374,18,55,41,0,114,239,1073,798,0,2110,11,32,25,0,68,2292,
2,Muscogee,St John/Belvedere,5341,29,112,77,0,218,269,1625,1111,2,3007,10,27,16,0,53,3278,
3,Muscogee,Britt David,2747,292,521,177,0,990,107,343,211,0,661,35,39,21,0,95,1746,
4,Muscogee,St Peter,3265,336,718,277,3,1334,132,375,304,0,811,29,36,21,0,86,2231,
5,Muscogee,Cornerstone,6684,648,1488,519,0,2655,209,853,573,1,1636,44,95,35,0,174,4465,
6,Muscogee,Columbus Tech,4464,272,622,183,0,1077,198,403,321,0,922,26,33,25,0,84,2083,
7,Muscogee,St Mark/Heiferhorn,6492,563,2081,643,5,3292,127,703,593,3,1426,38,74,58,2,172,4890,
8,Muscogee,Wynnbrook,2692,254,847,444,1,1546,36,234,275,0,545,11,32,18,0,61,2152,
9,Muscogee,Cusseta Rd,6169,51,73,56,0,180,487,1126,818,3,2434,22,37,21,0,80,2694,
10,Muscogee,Our Lady of Lourdes,10204,216,371,212,3,802,547,1508,1247,4,3306,56,90,60,0,206,4314,
11,Muscogee,Mt Pilgrim,6022,51,111,50,0,212,392,1790,1126,1,3309,30,39,30,0,99,3620,
12,Muscogee,Faith Tabernacle,4461,58,108,69,0,235,302,1321,827,0,2450,25,32,17,0,74,2759,
13,Muscogee,Canaan,7078,118,335,204,0,657,367,1665,1061,0,3093,38,70,40,0,148,3898,
14,Muscogee,Holsey/Buena Vista,7613,75,300,155,0,530,426,2086,1201,0,3713,23,71,43,0,137,4380,
15,Muscogee,Gentian/Reese,5612,393,880,375,0,1648,233,891,573,0,1697,44,76,20,0,140,3485,
16,Muscogee,St Paul/Clubview,5677,373,1404,493,0,2270,199,781,551,0,1531,43,88,36,0,167,3968,
17,Muscogee,Moon/Morningside,5415,458,1169,478,0,2105,195,647,466,0,1308,47,62,44,1,154,3567,
18,Muscogee,St Andrews/Midland,7959,658,1711,666,0,3035,263,1196,873,0,2332,59,90,56,0,205,5572,
19,Muscogee,Salvation Army,3192,245,520,201,0,966,156,556,335,0,1047,25,46,21,0,92,2105,
20,Muscogee,First African,1955,50,134,65,2,251,96,253,235,3,587,7,26,18,1,52,890,
21,Muscogee,Epworth UMC,4512,326,675,278,1,1280,191,490,373,0,1054,36,64,38,0,138,2472,
22,Muscogee,Marianna Gallops,3095,103,197,80,1,381,167,443,314,4,928,25,25,14,1,65,1374,
23,Muscogee,Edgewood Baptist,3235,171,308,136,2,617,144,718,405,3,1270,23,35,22,0,80,1967,
24,Muscogee,Psalmond/Mathews,7331,404,1789,634,0,2827,188,1384,901,1,2474,53,96,47,0,196,5497,
