index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Muscogee,Wynnton/Britt,5289,124,445,182,0,751,329,1049,734,0,2112,10,34,17,0,61,2924,
1,Muscogee,Carver/Mack,4374,23,59,47,0,129,243,1118,798,0,2159,9,17,14,0,40,2328,
2,Muscogee,St John/Belvedere,5341,34,123,89,0,246,269,1662,1102,3,3036,8,26,9,0,43,3325,
3,Muscogee,Britt David,2747,300,530,183,0,1013,124,351,225,0,700,21,35,5,0,61,1774,
4,Muscogee,St Peter,3265,349,715,266,4,1334,144,414,315,0,873,17,23,15,0,55,2262,
5,Muscogee,Cornerstone,6684,653,1488,498,0,2639,238,924,588,1,1751,25,54,35,0,114,4504,
6,Muscogee,Columbus Tech,4464,282,643,187,0,1112,213,416,327,0,956,16,24,17,0,57,2125,
7,Muscogee,St Mark/Heiferhorn,6492,570,2095,616,5,3286,158,770,647,6,1581,18,35,29,0,82,4949,
8,Muscogee,Wynnbrook,2692,251,851,432,1,1535,46,263,298,0,607,8,15,6,0,29,2171,
9,Muscogee,Cusseta Rd,6169,62,78,58,0,198,507,1164,802,3,2476,14,22,22,0,58,2732,
10,Muscogee,Our Lady of Lourdes,10204,231,392,232,1,856,584,1576,1224,4,3388,32,52,59,1,144,4388,
11,Muscogee,Mt Pilgrim,6022,52,114,48,0,214,415,1825,1134,1,3375,19,35,17,0,71,3660,
12,Muscogee,Faith Tabernacle,4461,58,106,72,0,236,321,1364,823,0,2508,13,14,11,0,38,2782,
13,Muscogee,Canaan,7078,132,352,210,0,694,385,1724,1058,0,3167,17,31,25,0,73,3934,
14,Muscogee,Holsey/Buena Vista,7613,89,305,171,0,565,437,2149,1171,0,3757,11,45,27,0,83,4405,
15,Muscogee,Gentian/Reese,5612,386,889,385,0,1660,275,950,589,0,1814,24,42,14,0,80,3554,
16,Muscogee,St Paul/Clubview,5677,368,1390,477,0,2235,236,866,595,0,1697,21,53,21,0,95,4027,
17,Muscogee,Moon/Morningside,5415,463,1185,461,0,2109,225,684,494,0,1403,29,38,29,1,97,3609,
18,Muscogee,St Andrews/Midland,7959,657,1733,650,0,3040,311,1268,898,0,2477,38,47,41,0,126,5643,
19,Muscogee,Salvation Army,3192,251,540,205,0,996,168,580,327,0,1075,16,20,16,0,52,2123,
20,Muscogee,First African,1955,53,133,65,2,253,97,284,248,3,632,10,12,7,1,30,915,
21,Muscogee,Epworth UMC,4512,339,676,286,1,1302,211,547,378,0,1136,21,30,10,0,61,2499,
22,Muscogee,Marianna Gallops,3095,102,191,74,1,368,188,459,315,4,966,17,23,9,0,49,1383,
23,Muscogee,Edgewood Baptist,3235,176,312,127,3,618,161,740,416,2,1319,7,33,7,0,47,1984,
24,Muscogee,Psalmond/Mathews,7331,412,1815,610,0,2837,213,1430,943,1,2587,39,62,25,0,126,5550,
