index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Muscogee,Wynnton/Britt,5289,118,434,179,0,731,309,1014,726,0,2049,17,35,20,0,72,2852,
1,Muscogee,Carver/Mack,4374,18,57,41,0,116,239,1081,806,0,2126,10,17,16,0,43,2285,
2,Muscogee,St John/Belvedere,5341,37,115,79,0,231,256,1629,1103,2,2990,13,23,9,0,45,3266,
3,Muscogee,Britt David,2747,293,517,182,0,992,114,341,208,0,663,25,34,15,0,74,1729,
4,Muscogee,St Peter,3265,336,712,272,3,1323,132,382,309,0,823,27,26,14,0,67,2213,
5,Muscogee,Cornerstone,6684,640,1483,511,0,2634,210,869,571,1,1651,41,70,30,0,141,4426,
6,Muscogee,Columbus Tech,4464,269,607,174,0,1050,199,404,322,0,925,22,30,16,0,68,2043,
7,Muscogee,St Mark/Heiferhorn,6492,563,2072,627,6,3268,128,714,610,4,1456,27,52,43,0,122,4846,
8,Muscogee,Wynnbrook,2692,246,847,426,1,1520,39,235,274,0,548,8,23,18,0,49,2117,
9,Muscogee,Cusseta Rd,6169,54,75,55,0,184,489,1129,818,3,2439,20,30,10,0,60,2683,
10,Muscogee,Our Lady of Lourdes,10204,210,376,215,2,803,552,1525,1246,4,3327,41,52,45,1,139,4269,
11,Muscogee,Mt Pilgrim,6022,53,108,52,0,213,400,1791,1118,1,3310,21,41,19,0,81,3604,
12,Muscogee,Faith Tabernacle,4461,55,101,67,0,223,316,1326,825,0,2467,10,25,12,0,47,2737,
13,Muscogee,Canaan,7078,125,322,198,0,645,371,1697,1065,0,3133,27,45,29,0,101,3879,
14,Muscogee,Holsey/Buena Vista,7613,75,285,159,0,519,430,2107,1204,0,3741,13,66,17,0,96,4356,
15,Muscogee,Gentian/Reese,5612,381,886,371,0,1638,238,893,573,0,1704,43,56,18,0,117,3459,
16,Muscogee,St Paul/Clubview,5677,364,1397,481,0,2242,210,798,565,0,1573,32,75,26,0,133,3948,
17,Muscogee,Moon/Morningside,5415,452,1160,481,0,2093,197,648,470,0,1315,44,46,26,1,117,3525,
18,Muscogee,St Andrews/Midland,7959,640,1711,650,0,3001,279,1205,881,0,2365,54,70,46,0,170,5536,
19,Muscogee,Salvation Army,3192,246,519,193,0,958,156,570,339,0,1065,19,28,18,0,65,2088,
20,Muscogee,First African,1955,49,131,69,2,251,97,259,228,3,587,9,20,14,1,44,882,
21,Muscogee,Epworth UMC,4512,326,656,279,1,1262,192,503,377,0,1072,27,48,22,0,97,2431,
22,Muscogee,Marianna Gallops,3095,100,184,80,1,365,175,452,317,5,949,20,22,7,0,49,1363,
23,Muscogee,Edgewood Baptist,3235,163,299,126,2,590,152,725,411,2,1290,20,23,15,0,58,1938,
24,Muscogee,Psalmond/Mathews,7331,399,1771,614,0,2784,192,1402,919,1,2514,43,81,32,0,156,5454,
