index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Muscogee,Wynnton/Britt,5289,342,1103,659,0,2104,96,356,222,0,674,2778,
1,Muscogee,Carver/Mack,4374,221,881,598,0,1700,49,261,228,0,538,2238,
2,Muscogee,St John/Belvedere,5341,240,1354,800,2,2396,64,387,356,0,807,3203,
3,Muscogee,Britt David,2747,301,602,293,0,1196,119,252,100,0,471,1667,
4,Muscogee,St Peter,3265,360,771,428,1,1560,117,313,127,0,557,2117,
5,Muscogee,Cornerstone,6684,636,1628,802,1,3067,227,667,275,0,1169,4236,
6,Muscogee,Columbus Tech,4464,366,737,332,0,1435,113,261,162,0,536,1971,
7,Muscogee,St Mark/Heiferhorn,6492,518,1977,925,7,3427,165,745,301,3,1214,4641,
8,Muscogee,Wynnbrook,2692,204,713,486,0,1403,82,327,187,0,596,1999,
9,Muscogee,Cusseta Rd,6169,444,970,604,3,2021,113,256,238,0,607,2628,
10,Muscogee,Our Lady of Lourdes,10204,623,1447,1057,3,3130,174,472,391,0,1037,4167,
11,Muscogee,Mt Pilgrim,6022,370,1508,792,1,2671,92,407,366,0,865,3536,
12,Muscogee,Faith Tabernacle,4461,299,1125,604,0,2028,82,316,275,0,673,2701,
13,Muscogee,Canaan,7078,387,1579,870,0,2836,126,482,355,0,963,3799,
14,Muscogee,Holsey/Buena Vista,7613,412,1856,961,0,3229,101,575,393,0,1069,4298,
15,Muscogee,Gentian/Reese,5612,472,1371,702,0,2545,181,413,230,0,824,3369,
16,Muscogee,St Paul/Clubview,5677,461,1599,785,0,2845,122,539,236,0,897,3742,
17,Muscogee,Moon/Morningside,5415,484,1276,698,1,2459,179,517,238,0,934,3393,
18,Muscogee,St Andrews/Midland,7959,670,2123,1121,0,3914,264,737,382,0,1383,5297,
19,Muscogee,Salvation Army,3192,305,801,412,0,1518,97,283,126,0,506,2024,
20,Muscogee,First African,1955,123,320,249,6,698,31,82,59,0,172,870,
21,Muscogee,Epworth UMC,4512,409,857,482,1,1749,122,297,169,0,588,2337,
22,Muscogee,Marianna Gallops,3095,227,485,289,4,1005,68,156,89,1,314,1319,
23,Muscogee,Edgewood Baptist,3235,249,796,364,2,1411,82,232,174,3,491,1902,
24,Muscogee,Psalmond/Mathews,7331,449,2330,1124,1,3904,161,795,399,0,1355,5259,
