index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Muscogee,Wynnton/Britt,5289,124,433,159,0,716,339,1088,801,0,2228,7,13,4,0,24,2968,
1,Muscogee,Carver/Mack,4374,25,59,38,0,122,243,1139,845,0,2227,7,6,8,0,21,2370,
2,Muscogee,St John/Belvedere,5341,42,117,71,0,230,261,1694,1166,3,3124,5,6,5,0,16,3370,
3,Muscogee,Britt David,2747,304,550,177,0,1031,127,356,240,0,723,10,17,5,0,32,1786,
4,Muscogee,St Peter,3265,353,730,259,4,1346,141,413,354,0,908,15,11,8,0,34,2288,
5,Muscogee,Cornerstone,6684,649,1500,491,0,2640,247,943,650,1,1841,21,34,24,0,79,4560,
6,Muscogee,Columbus Tech,4464,285,643,190,0,1118,220,431,349,0,1000,9,10,6,0,25,2143,
7,Muscogee,St Mark/Heiferhorn,6492,567,2078,593,5,3243,155,805,710,6,1676,20,22,19,0,61,4980,
8,Muscogee,Wynnbrook,2692,245,820,388,0,1453,55,303,364,0,722,6,8,4,0,18,2193,
9,Muscogee,Cusseta Rd,6169,53,70,65,0,188,526,1203,857,3,2589,8,7,6,0,21,2798,
10,Muscogee,Our Lady of Lourdes,10204,245,393,224,2,864,585,1625,1323,4,3537,23,20,26,1,70,4471,
11,Muscogee,Mt Pilgrim,6022,61,113,38,0,212,422,1856,1186,1,3465,10,13,7,0,30,3707,
12,Muscogee,Faith Tabernacle,4461,54,104,69,0,227,333,1376,858,0,2567,6,8,3,0,17,2811,
13,Muscogee,Canaan,7078,124,336,204,0,664,392,1766,1128,0,3286,15,14,18,0,47,3997,
14,Muscogee,Holsey/Buena Vista,7613,85,303,165,0,553,445,2189,1262,0,3896,9,21,9,0,39,4488,
15,Muscogee,Gentian/Reese,5612,408,886,376,0,1670,265,980,620,0,1865,16,19,11,0,46,3581,
16,Muscogee,St Paul/Clubview,5677,360,1380,450,0,2190,247,888,650,0,1785,14,40,12,0,66,4041,
17,Muscogee,Moon/Morningside,5415,485,1205,456,0,2146,217,689,527,1,1434,16,18,15,0,49,3629,
18,Muscogee,St Andrews/Midland,7959,672,1725,627,0,3024,321,1295,989,0,2605,22,30,16,0,68,5697,
19,Muscogee,Salvation Army,3192,260,539,195,0,994,170,595,363,1,1129,8,6,8,0,22,2145,
20,Muscogee,First African,1955,54,123,60,1,238,102,299,263,4,668,4,6,9,1,20,926,
21,Muscogee,Epworth UMC,4512,344,690,285,1,1320,212,554,417,0,1183,17,26,6,0,49,2552,
22,Muscogee,Marianna Gallops,3095,113,192,75,2,382,186,486,337,5,1014,10,1,6,0,17,1413,
23,Muscogee,Edgewood Baptist,3235,179,317,143,2,641,164,767,431,3,1365,2,9,5,0,16,2022,
24,Muscogee,Psalmond/Mathews,7331,436,1800,601,0,2837,204,1487,1000,1,2692,25,32,21,0,78,5607,
