index,County,Precinct,Registered Voters,Drew Ferguson (I) (Rep)_Election Day Votes,Drew Ferguson (I) (Rep)_Advanced Voting Votes,Drew Ferguson (I) (Rep)_Absentee by Mail Votes,Drew Ferguson (I) (Rep)_Provisional Votes,Drew Ferguson (I) (Rep)_Choice Total,Val Almonord (Dem)_Election Day Votes,Val Almonord (Dem)_Advanced Voting Votes,Val Almonord (Dem)_Absentee by Mail Votes,Val Almonord (Dem)_Provisional Votes,Val Almonord (Dem)_Choice Total,Total,
0,Muscogee,Britt David,2747,314,545,187,0,1046,118,351,221,0,690,1736,
1,Muscogee,St Peter,3265,365,732,288,3,1388,137,400,309,0,846,2234,
2,Muscogee,Cornerstone,6684,680,1542,541,0,2763,220,885,585,1,1691,4454,
3,Muscogee,St Mark/Heiferhorn,6492,592,2138,672,6,3408,134,715,615,4,1468,4876,
4,Muscogee,Wynnbrook,2692,256,868,462,0,1586,40,244,269,0,553,2139,
5,Muscogee,St Paul/Clubview,5677,113,341,136,0,590,86,240,173,0,499,1089,
6,Muscogee,Moon/Morningside,5415,491,1216,499,1,2207,209,658,490,0,1357,3564,
7,Muscogee,Epworth UMC,4512,340,692,300,0,1332,180,472,355,0,1007,2339,
