index,County,Precinct,Registered Voters,Shawn Allen_Election Day Votes,Shawn Allen_Advanced Voting Votes,Shawn Allen_Absentee by Mail Votes,Shawn Allen_Provisional Votes,Shawn Allen_Choice Total,Keith Andrews_Election Day Votes,Keith Andrews_Advanced Voting Votes,Keith Andrews_Absentee by Mail Votes,Keith Andrews_Provisional Votes,Keith Andrews_Choice Total,Matthew Crews_Election Day Votes,Matthew Crews_Advanced Voting Votes,Matthew Crews_Absentee by Mail Votes,Matthew Crews_Provisional Votes,Matthew Crews_Choice Total,Russell C. Goldsmith_Election Day Votes,Russell C. Goldsmith_Advanced Voting Votes,Russell C. Goldsmith_Absentee by Mail Votes,Russell C. Goldsmith_Provisional Votes,Russell C. Goldsmith_Choice Total,Amanda Crump Mason_Election Day Votes,Amanda Crump Mason_Advanced Voting Votes,Amanda Crump Mason_Absentee by Mail Votes,Amanda Crump Mason_Provisional Votes,Amanda Crump Mason_Choice Total,Jerry R. Mobley_Election Day Votes,Jerry R. Mobley_Advanced Voting Votes,Jerry R. Mobley_Absentee by Mail Votes,Jerry R. Mobley_Provisional Votes,Jerry R. Mobley_Choice Total,Jim Welborn_Election Day Votes,Jim Welborn_Advanced Voting Votes,Jim Welborn_Absentee by Mail Votes,Jim Welborn_Provisional Votes,Jim Welborn_Choice Total,Total,
0,Habersham,Demorest,4963,59,117,60,0,236,48,124,49,0,221,19,33,15,0,67,16,12,11,0,39,56,122,39,1,218,20,55,16,0,91,47,134,63,1,245,1117,
