index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Floyd,Alto Park,3360,312,886,381,8,1587,93,319,130,1,543,2130,
1,Floyd,Armuchee,1269,219,263,92,1,575,76,131,51,0,258,833,
2,Floyd,Barkers,2355,304,569,180,8,1061,111,258,86,0,455,1516,
3,Floyd,Cave Spring,1617,348,241,164,3,756,108,90,56,2,256,1012,
4,Floyd,Chulio,1155,217,217,111,16,561,84,94,39,3,220,781,
5,Floyd,Etowah,4946,497,1213,501,7,2218,171,565,185,3,924,3142,
6,Floyd,Everett Springs,421,141,60,28,2,231,52,11,17,1,81,312,
7,Floyd,Floyd Springs,1666,319,407,128,29,883,107,156,48,11,322,1205,
8,Floyd,Fosters Mill,971,209,191,59,2,461,81,69,34,0,184,645,
9,Floyd,Garden Lakes,2261,211,540,202,0,953,79,223,78,0,380,1333,
10,Floyd,Glenwood,3635,448,810,302,0,1560,161,312,118,2,593,2153,
11,Floyd,Howell,1492,308,275,96,8,687,130,139,43,3,315,1002,
12,Floyd,East Lindale,3398,411,786,309,1,1507,122,311,99,0,532,2039,
13,Floyd,Mt Alto North,5096,372,1282,505,4,2163,107,453,177,0,737,2900,
14,Floyd,Mt Alto South,3923,403,918,402,3,1726,122,319,107,0,548,2274,
15,Floyd,North Carolina,1865,212,417,121,7,757,77,180,61,0,318,1075,
16,Floyd,Riverside,826,137,162,50,3,352,43,77,22,0,142,494,
17,Floyd,East Rome,4238,323,923,461,2,1709,115,260,129,4,508,2217,
18,Floyd,North Rome,3369,224,622,451,4,1301,70,210,198,1,479,1780,
19,Floyd,South Rome,1600,142,220,165,2,529,48,75,67,0,190,719,
20,Floyd,Texas Valley,762,190,164,72,12,438,72,47,21,0,140,578,
21,Floyd,Vanns Valley,896,138,157,66,2,363,33,48,39,0,120,483,
22,Floyd,Watters,3566,556,788,281,6,1631,159,335,112,14,620,2251,
23,Floyd,West Lindale,2929,396,563,247,0,1206,153,241,70,0,464,1670,
24,Floyd,Town Rome,3034,222,665,343,0,1230,76,191,117,2,386,1616,
