index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Floyd,Alto Park,3360,321,981,294,10,1606,88,251,224,0,563,13,34,19,0,66,2235,
1,Floyd,Armuchee,1269,277,350,107,1,735,34,64,38,0,136,6,6,9,0,21,892,
2,Floyd,Barkers,2355,390,764,178,8,1340,41,96,81,0,218,10,16,7,0,33,1591,
3,Floyd,Cave Spring,1617,409,296,125,5,835,67,48,102,1,218,18,9,4,0,31,1084,
4,Floyd,Chulio,1155,274,286,91,18,669,33,39,54,1,127,9,4,5,0,18,814,
5,Floyd,Etowah,4946,579,1582,414,6,2581,100,294,290,2,686,23,23,17,0,63,3330,
6,Floyd,Everett Springs,421,175,63,22,4,264,24,9,20,0,53,2,1,3,0,6,323,
7,Floyd,Floyd Springs,1666,406,539,139,38,1122,30,56,46,4,136,14,8,3,0,25,1283,
8,Floyd,Fosters Mill,971,272,256,62,2,592,20,26,30,0,76,10,4,5,0,19,687,
9,Floyd,Garden Lakes,2261,203,571,185,0,959,86,218,120,0,424,12,20,7,0,39,1422,
10,Floyd,Glenwood,3635,503,946,242,2,1693,109,208,185,2,504,21,30,20,0,71,2268,
11,Floyd,Howell,1492,425,371,118,11,925,30,49,27,0,106,3,8,3,0,14,1045,
12,Floyd,East Lindale,3398,427,910,259,1,1597,95,220,170,0,485,23,23,14,0,60,2142,
13,Floyd,Mt Alto North,5096,225,1122,312,0,1659,247,664,398,5,1314,29,43,20,0,92,3065,
14,Floyd,Mt Alto South,3923,294,818,239,6,1357,246,473,297,2,1018,16,28,16,0,60,2435,
15,Floyd,North Carolina,1865,265,517,123,3,908,39,93,59,4,195,11,19,8,0,38,1141,
16,Floyd,Riverside,826,146,192,46,4,388,45,58,29,0,132,5,6,1,0,12,532,
17,Floyd,East Rome,4238,265,679,253,4,1201,182,543,360,2,1087,16,31,16,0,63,2351,
18,Floyd,North Rome,3369,138,528,285,4,955,159,336,387,3,885,16,24,15,0,55,1895,
19,Floyd,South Rome,1600,46,98,43,1,188,139,202,186,1,528,15,8,11,0,34,750,
20,Floyd,Texas Valley,762,263,193,59,16,531,15,28,31,0,74,4,3,2,0,9,614,
21,Floyd,Vanns Valley,896,139,171,84,2,396,32,47,19,0,98,9,2,2,0,13,507,
22,Floyd,Watters,3566,642,1011,265,14,1932,77,150,116,6,349,26,24,14,0,64,2345,
23,Floyd,West Lindale,2929,460,694,190,0,1344,95,138,128,0,361,23,17,11,0,51,1756,
24,Floyd,Town Rome,3034,174,570,205,0,949,126,311,272,2,711,16,23,12,0,51,1711,
