index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Floyd,Alto Park,3360,327,986,290,11,1614,95,273,253,2,623,5,13,11,0,29,2266,
1,Floyd,Armuchee,1269,283,359,108,1,751,34,62,46,0,142,3,1,1,0,5,898,
2,Floyd,Barkers,2355,393,783,196,8,1380,38,89,83,0,210,5,9,1,0,15,1605,
3,Floyd,Cave Spring,1617,423,302,126,5,856,63,51,112,1,227,11,2,2,0,15,1098,
4,Floyd,Chulio,1155,277,292,95,19,683,36,34,60,0,130,3,3,1,0,7,820,
5,Floyd,Etowah,4946,599,1590,433,8,2630,89,300,295,2,686,9,13,14,0,36,3352,
6,Floyd,Everett Springs,421,175,64,26,4,269,26,9,20,0,55,2,0,0,0,2,326,
7,Floyd,Floyd Springs,1666,408,537,143,42,1130,28,61,45,4,138,12,3,3,0,18,1286,
8,Floyd,Fosters Mill,971,278,259,68,2,607,16,27,32,0,75,10,0,0,0,10,692,
9,Floyd,Garden Lakes,2261,215,589,188,0,992,84,218,126,0,428,2,6,4,0,12,1432,
10,Floyd,Glenwood,3635,522,958,254,2,1736,104,215,201,2,522,11,17,5,0,33,2291,
11,Floyd,Howell,1492,427,381,123,11,942,27,51,31,0,109,4,1,1,0,6,1057,
12,Floyd,East Lindale,3398,437,911,266,0,1614,90,232,181,1,504,19,13,5,0,37,2155,
13,Floyd,Mt Alto North,5096,234,1117,307,2,1660,259,698,443,5,1405,16,27,5,0,48,3113,
14,Floyd,Mt Alto South,3923,298,806,246,7,1357,247,500,314,2,1063,10,20,4,0,34,2454,
15,Floyd,North Carolina,1865,274,534,133,5,946,40,96,64,2,202,3,4,1,0,8,1156,
16,Floyd,Riverside,826,148,196,45,5,394,43,58,29,0,130,3,5,1,0,9,533,
17,Floyd,East Rome,4238,267,665,249,4,1185,181,567,394,2,1144,14,19,13,0,46,2375,
18,Floyd,North Rome,3369,145,531,287,4,967,157,349,413,3,922,12,6,3,0,21,1910,
19,Floyd,South Rome,1600,45,99,40,1,185,152,208,210,2,572,5,4,3,0,12,769,
20,Floyd,Texas Valley,762,258,191,59,16,524,22,30,34,0,86,4,2,0,0,6,616,
21,Floyd,Vanns Valley,896,149,173,86,4,412,31,48,23,0,102,1,2,1,0,4,518,
22,Floyd,Watters,3566,654,1030,280,14,1978,79,154,130,6,369,15,5,5,0,25,2372,
23,Floyd,West Lindale,2929,491,704,199,0,1394,82,141,137,0,360,9,7,6,0,22,1776,
24,Floyd,Town Rome,3034,170,555,189,0,914,131,335,300,2,768,11,17,8,0,36,1718,
