index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Floyd,Alto Park,3360,311,968,301,9,1589,89,220,211,0,520,13,42,17,0,72,2181,
1,Floyd,Armuchee,1269,265,343,109,1,718,28,61,34,0,123,12,8,7,0,27,868,
2,Floyd,Barkers,2355,368,760,188,8,1324,36,81,71,0,188,20,17,4,0,41,1553,
3,Floyd,Cave Spring,1617,400,291,127,5,823,54,45,96,0,195,22,6,4,0,32,1050,
4,Floyd,Chulio,1155,266,286,94,19,665,29,34,54,0,117,11,2,5,0,18,800,
5,Floyd,Etowah,4946,558,1535,419,8,2520,88,259,275,0,622,27,38,25,2,92,3234,
6,Floyd,Everett Springs,421,170,61,20,3,254,24,8,20,0,52,4,3,3,0,10,316,
7,Floyd,Floyd Springs,1666,397,509,139,40,1085,24,59,40,2,125,12,11,3,0,26,1236,
8,Floyd,Fosters Mill,971,268,247,62,2,579,16,25,29,0,70,11,2,5,0,18,667,
9,Floyd,Garden Lakes,2261,204,552,177,0,933,79,196,119,0,394,11,19,10,0,40,1367,
10,Floyd,Glenwood,3635,477,931,241,1,1650,96,196,190,0,482,29,32,11,0,72,2204,
11,Floyd,Howell,1492,411,367,119,11,908,24,45,26,0,95,8,9,0,0,17,1020,
12,Floyd,East Lindale,3398,428,895,264,0,1587,87,207,155,0,449,22,23,11,0,56,2092,
13,Floyd,Mt Alto North,5096,210,1095,304,0,1609,241,622,383,5,1251,36,53,20,0,109,2969,
14,Floyd,Mt Alto South,3923,285,788,256,6,1335,225,465,270,0,960,26,38,15,0,79,2374,
15,Floyd,North Carolina,1865,260,504,132,2,898,36,90,57,0,183,11,20,4,2,37,1118,
16,Floyd,Riverside,826,143,188,45,5,381,36,51,29,0,116,13,6,2,0,21,518,
17,Floyd,East Rome,4238,255,677,256,4,1192,161,491,338,0,990,30,51,16,2,99,2281,
18,Floyd,North Rome,3369,141,526,299,2,968,139,306,368,5,818,22,21,12,0,55,1841,
19,Floyd,South Rome,1600,43,101,42,1,187,136,190,192,1,519,13,9,3,0,25,731,
20,Floyd,Texas Valley,762,258,192,62,12,524,13,25,28,0,66,2,3,1,0,6,596,
21,Floyd,Vanns Valley,896,136,158,84,1,379,31,42,19,0,92,7,9,3,0,19,490,
22,Floyd,Watters,3566,599,990,270,12,1871,79,135,117,6,337,41,29,14,0,84,2292,
23,Floyd,West Lindale,2929,442,676,193,0,1311,84,135,123,0,342,24,20,9,0,53,1706,
24,Floyd,Town Rome,3034,173,561,193,0,927,116,283,253,2,654,19,30,18,0,67,1648,
