County,Meg Daly Heap (I) (Rep)_Election Day Votes,Meg Daly Heap (I) (Rep)_Absentee by Mail Votes,Meg Daly Heap (I) (Rep)_Advanced Voting Votes,Meg Daly Heap (I) (Rep)_Provisional Votes,Meg Daly Heap (I) (Rep)_TOTAL VOTES,Shalena Cook Jones (Dem)_Election Day Votes,Shalena Cook Jones (Dem)_Absentee by Mail Votes,Shalena Cook Jones (Dem)_Advanced Voting Votes,Shalena Cook Jones (Dem)_Provisional Votes,Shalena Cook Jones (Dem)_TOTAL VOTES,Total,
Chatham,19534,16633,25415,100,61682,16831,23883,28273,181,69168,130850,
