index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Gordon,Sugar Valley,1471,398,343,90,1,832,32,38,39,0,109,16,10,3,0,29,970,
1,Gordon,Plainville,2044,493,431,124,3,1051,51,52,59,0,162,21,15,5,0,41,1254,
2,Gordon,Sonoraville,5380,1069,1629,367,1,3066,111,195,151,0,457,43,39,18,0,100,3623,
3,Gordon,Pine Chapel,1071,308,249,53,0,610,20,26,32,0,78,6,4,2,0,12,700,
4,Gordon,Oostanaula,667,205,110,66,0,381,23,26,30,0,79,10,2,0,0,12,472,
5,Gordon,Oakman,1439,414,235,88,0,737,26,33,41,0,100,14,12,6,0,32,869,
6,Gordon,Gordon County,6423,780,1803,436,2,3021,148,344,209,0,701,31,57,22,0,110,3832,
7,Gordon,Calhoun City,9532,882,2482,627,1,3992,310,717,477,1,1505,68,118,42,0,228,5725,
8,Gordon,Lily Pond,1914,343,559,142,0,1044,35,65,81,0,181,13,16,4,0,33,1258,
9,Gordon,Fairmount,1991,639,335,157,2,1133,51,33,50,0,134,25,15,14,0,54,1321,
10,Gordon,Red Bud,2965,606,850,148,0,1604,76,133,96,0,305,15,27,8,1,51,1960,
11,Gordon,Resaca,1532,377,301,103,1,782,37,51,34,0,122,16,10,3,0,29,933,
