index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Tift,Tifton Northeast,3332,210,886,191,4,1291,144,468,198,8,818,5,20,6,1,32,2141,
1,Tift,Brighton,2219,335,996,149,0,1480,38,170,96,0,304,5,10,3,0,18,1802,
2,Tift,Brookfield,1501,309,511,62,0,882,48,70,44,0,162,2,11,0,0,13,1057,
3,Tift,Chula,1314,315,479,104,1,899,18,89,51,0,158,3,3,2,0,8,1065,
4,Tift,Docia,1056,237,436,82,1,756,14,43,33,0,90,3,0,1,0,4,850,
5,Tift,Eldorado,1262,284,417,69,1,771,33,56,22,0,111,2,3,0,1,6,888,
6,Tift,Omega,864,238,132,32,1,403,69,40,20,0,129,6,3,2,0,11,543,
7,Tift,Ty Ty,1221,243,331,65,1,640,82,85,40,0,207,3,0,1,0,4,851,
8,Tift,Tifton Northwest,3334,262,1176,199,0,1637,126,390,169,0,685,10,14,8,0,32,2354,
9,Tift,Tifton South,2366,70,293,46,0,409,181,356,242,4,783,2,9,4,0,15,1207,
10,Tift,Mott-Litman Gym,2889,36,207,29,0,272,246,575,350,3,1174,9,4,2,0,15,1461,
11,Tift,Tifton Lodge,3091,182,969,193,0,1344,111,390,199,1,701,4,11,4,0,19,2064,
