index,County,Precinct,Registered Voters,"Lauren Bubba McDonald, Jr. (I) (Rep)_Election Day Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Advanced Voting Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Absentee by Mail Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Provisional Votes","Lauren Bubba McDonald, Jr. (I) (Rep)_Choice Total",Daniel Blackman (Dem)_Election Day Votes,Daniel Blackman (Dem)_Advanced Voting Votes,Daniel Blackman (Dem)_Absentee by Mail Votes,Daniel Blackman (Dem)_Provisional Votes,Daniel Blackman (Dem)_Choice Total,Nathan Wilson (Lib)_Election Day Votes,Nathan Wilson (Lib)_Advanced Voting Votes,Nathan Wilson (Lib)_Absentee by Mail Votes,Nathan Wilson (Lib)_Provisional Votes,Nathan Wilson (Lib)_Choice Total,Total,
0,Tift,Tifton Northeast,3332,202,867,190,8,1267,131,405,171,5,712,15,40,10,0,65,2044,
1,Tift,Brighton,2219,328,972,153,0,1453,33,137,80,0,250,9,26,7,0,42,1745,
2,Tift,Brookfield,1501,294,498,62,0,854,42,64,38,0,144,7,10,2,0,19,1017,
3,Tift,Chula,1314,297,469,103,1,870,17,81,46,0,144,5,9,5,0,19,1033,
4,Tift,Docia,1056,228,426,83,1,738,15,32,26,0,73,3,3,1,0,7,818,
5,Tift,Eldorado,1262,266,409,71,1,747,34,47,18,1,100,3,6,1,0,10,857,
6,Tift,Omega,864,234,134,30,1,399,56,33,21,0,110,10,6,1,0,17,526,
7,Tift,Ty Ty,1221,238,325,66,1,630,65,76,34,0,175,5,5,2,0,12,817,
8,Tift,Tifton Northwest,3334,259,1159,194,0,1612,108,340,152,0,600,18,33,10,0,61,2273,
9,Tift,Tifton South,2366,65,284,46,0,395,167,327,224,4,722,8,12,4,0,24,1141,
10,Tift,Mott-Litman Gym,2889,29,202,29,0,260,226,500,325,3,1054,18,22,4,0,44,1358,
11,Tift,Tifton Lodge,3091,184,956,190,0,1330,92,333,179,1,605,12,29,6,0,47,1982,
