index,County,Precinct,Registered Voters,David A. Perdue (I) (Rep)_Election Day Votes,David A. Perdue (I) (Rep)_Advanced Voting Votes,David A. Perdue (I) (Rep)_Absentee by Mail Votes,David A. Perdue (I) (Rep)_Provisional Votes,David A. Perdue (I) (Rep)_Choice Total,Jon Ossoff (Dem)_Election Day Votes,Jon Ossoff (Dem)_Advanced Voting Votes,Jon Ossoff (Dem)_Absentee by Mail Votes,Jon Ossoff (Dem)_Provisional Votes,Jon Ossoff (Dem)_Choice Total,Shane Hazel (Lib)_Election Day Votes,Shane Hazel (Lib)_Advanced Voting Votes,Shane Hazel (Lib)_Absentee by Mail Votes,Shane Hazel (Lib)_Provisional Votes,Shane Hazel (Lib)_Choice Total,Total,
0,Tift,Tifton Northeast,3332,204,889,203,6,1302,140,436,166,6,748,12,33,12,1,58,2108,
1,Tift,Brighton,2219,337,997,152,0,1486,32,162,87,0,281,10,15,4,0,29,1796,
2,Tift,Brookfield,1501,299,508,60,0,867,46,68,39,0,153,10,14,2,0,26,1046,
3,Tift,Chula,1314,310,476,103,1,890,24,86,48,0,158,2,6,2,0,10,1058,
4,Tift,Docia,1056,234,434,83,1,752,17,38,31,0,86,2,4,2,0,8,846,
5,Tift,Eldorado,1262,277,422,74,1,774,33,52,17,0,102,6,2,1,1,10,886,
6,Tift,Omega,864,241,134,30,1,406,58,35,22,0,115,11,4,0,0,15,536,
7,Tift,Ty Ty,1221,247,336,69,1,653,72,75,32,0,179,6,3,0,0,9,841,
8,Tift,Tifton Northwest,3334,257,1175,197,0,1629,119,371,161,0,651,22,21,8,0,51,2331,
9,Tift,Tifton South,2366,71,294,54,0,419,170,351,225,4,750,7,7,2,0,16,1185,
10,Tift,Mott-Litman Gym,2889,41,213,33,0,287,234,549,310,3,1096,9,10,9,0,28,1411,
11,Tift,Tifton Lodge,3091,185,975,189,0,1349,103,367,166,1,637,7,26,12,0,45,2031,
