index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Tift,Tifton Northeast,3332,202,883,199,8,1292,129,398,169,5,701,20,53,16,0,89,2082,
1,Tift,Brighton,2219,333,981,156,0,1470,36,131,83,0,250,6,31,5,0,42,1762,
2,Tift,Brookfield,1501,302,508,64,0,874,41,60,38,0,139,6,15,2,0,23,1036,
3,Tift,Chula,1314,304,481,104,1,890,19,78,45,0,142,2,9,7,0,18,1050,
4,Tift,Docia,1056,231,437,85,1,754,15,24,24,0,63,3,9,3,0,15,832,
5,Tift,Eldorado,1262,271,413,73,1,758,33,45,18,1,97,4,7,0,0,11,866,
6,Tift,Omega,864,233,134,29,1,397,56,32,22,0,110,10,8,1,0,19,526,
7,Tift,Ty Ty,1221,250,334,68,1,653,55,67,31,0,153,14,6,3,0,23,829,
8,Tift,Tifton Northwest,3334,262,1174,204,0,1640,102,327,149,0,578,28,46,11,0,85,2303,
9,Tift,Tifton South,2366,66,286,49,0,401,158,317,212,3,690,20,36,16,1,73,1164,
10,Tift,Mott-Litman Gym,2889,38,205,28,0,271,217,496,320,3,1036,22,39,19,0,80,1387,
11,Tift,Tifton Lodge,3091,186,972,195,0,1353,89,315,176,1,581,15,43,10,0,68,2002,
