index,County,Precinct,Registered Voters,Donald J. Trump (I) (Rep)_Election Day Votes,Donald J. Trump (I) (Rep)_Advanced Voting Votes,Donald J. Trump (I) (Rep)_Absentee by Mail Votes,Donald J. Trump (I) (Rep)_Provisional Votes,Donald J. Trump (I) (Rep)_Choice Total,Joseph R. Biden (Dem)_Election Day Votes,Joseph R. Biden (Dem)_Advanced Voting Votes,Joseph R. Biden (Dem)_Absentee by Mail Votes,Joseph R. Biden (Dem)_Provisional Votes,Joseph R. Biden (Dem)_Choice Total,Jo Jorgensen (Lib)_Election Day Votes,Jo Jorgensen (Lib)_Advanced Voting Votes,Jo Jorgensen (Lib)_Absentee by Mail Votes,Jo Jorgensen (Lib)_Provisional Votes,Jo Jorgensen (Lib)_Choice Total,Total,
0,Wayne,Odum,1260,310,510,86,0,906,14,37,38,0,89,0,2,0,0,2,997,
1,Wayne,Madray Springs,1176,180,538,127,0,845,10,28,25,1,64,1,1,1,0,3,912,
2,Wayne,Oglethorpe,1741,232,720,140,0,1092,23,86,59,0,168,3,7,0,0,10,1270,
3,Wayne,Screven,1849,462,600,126,2,1190,58,86,51,0,195,3,3,1,0,7,1392,
4,Wayne,Empire,1106,189,516,90,0,795,15,37,21,0,73,0,7,2,0,9,877,
5,Wayne,Red Hill,1036,131,355,79,0,565,19,71,40,0,130,6,2,0,0,8,703,
6,Wayne,Altamaha,2857,225,972,179,3,1379,70,236,102,0,408,6,4,0,0,10,1797,
7,Wayne,Gardi,1123,291,334,110,2,737,19,30,29,0,78,1,2,2,0,5,820,
8,Wayne,VFW,1145,22,99,35,0,156,77,290,132,1,500,3,3,1,0,7,663,
9,Wayne,Pine Street,1140,62,259,74,0,395,66,208,63,0,337,1,4,3,0,8,740,
10,Wayne,Unity,1905,184,613,170,0,967,56,200,107,0,363,3,10,5,0,18,1348,
11,Wayne,Rec Center,1766,207,615,138,0,960,33,180,69,0,282,8,8,1,0,17,1259,
