index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Wayne,Odum,1260,205,303,62,0,570,113,233,57,0,403,973,
1,Wayne,Madray Springs,1176,132,333,69,0,534,57,228,84,0,369,903,
2,Wayne,Oglethorpe,1741,170,433,87,0,690,84,362,107,0,553,1243,
3,Wayne,Screven,1849,336,371,76,2,785,175,303,93,0,571,1356,
4,Wayne,Empire,1106,127,326,61,0,514,72,222,51,0,345,859,
5,Wayne,Red Hill,1036,96,249,67,0,412,59,173,49,0,281,693,
6,Wayne,Altamaha,2857,208,708,121,2,1039,88,484,155,1,728,1767,
7,Wayne,Gardi,1123,174,199,64,1,438,133,161,75,1,370,808,
8,Wayne,VFW,1145,70,240,104,0,414,32,149,56,1,238,652,
9,Wayne,Pine Street,1140,93,310,78,0,481,33,150,59,0,242,723,
10,Wayne,Unity,1905,161,477,127,0,765,78,329,136,0,543,1308,
11,Wayne,Rec Center,1766,147,512,114,0,773,97,281,94,0,472,1245,
