index,County,Precinct,Registered Voters,Jason Shaw (I) (Rep)_Election Day Votes,Jason Shaw (I) (Rep)_Advanced Voting Votes,Jason Shaw (I) (Rep)_Absentee by Mail Votes,Jason Shaw (I) (Rep)_Provisional Votes,Jason Shaw (I) (Rep)_Choice Total,Robert G. Bryant (Dem)_Election Day Votes,Robert G. Bryant (Dem)_Advanced Voting Votes,Robert G. Bryant (Dem)_Absentee by Mail Votes,Robert G. Bryant (Dem)_Provisional Votes,Robert G. Bryant (Dem)_Choice Total,Elizabeth Melton (Lib)_Election Day Votes,Elizabeth Melton (Lib)_Advanced Voting Votes,Elizabeth Melton (Lib)_Absentee by Mail Votes,Elizabeth Melton (Lib)_Provisional Votes,Elizabeth Melton (Lib)_Choice Total,Total,
0,Wayne,Odum,1260,298,478,82,0,858,10,35,34,0,79,2,12,4,0,18,955,
1,Wayne,Madray Springs,1176,169,513,122,0,804,8,31,23,0,62,6,11,6,0,23,889,
2,Wayne,Oglethorpe,1741,224,693,151,0,1068,20,77,43,0,140,7,15,5,0,27,1235,
3,Wayne,Screven,1849,441,580,122,2,1145,57,73,49,0,179,7,6,2,0,15,1339,
4,Wayne,Empire,1106,180,501,89,0,770,12,34,20,0,66,2,10,5,0,17,853,
5,Wayne,Red Hill,1036,126,338,78,0,542,17,64,33,0,114,8,11,2,0,21,677,
6,Wayne,Altamaha,2857,207,936,165,3,1311,66,222,99,0,387,13,23,5,0,41,1739,
7,Wayne,Gardi,1123,270,332,105,1,708,17,25,29,0,71,9,4,5,0,18,797,
8,Wayne,VFW,1145,18,93,34,0,145,71,261,129,1,462,8,16,1,0,25,632,
9,Wayne,Pine Street,1140,62,258,71,0,391,58,185,62,0,305,7,10,5,0,22,718,
10,Wayne,Unity,1905,169,591,160,0,920,54,192,101,0,347,11,20,8,0,39,1306,
11,Wayne,Rec Center,1766,192,595,128,0,915,29,166,67,0,262,19,18,7,0,44,1221,
