index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Wayne,Odum,1260,205,323,73,0,601,90,173,33,0,296,897,
1,Wayne,Madray Springs,1176,142,342,92,0,576,35,178,54,0,267,843,
2,Wayne,Oglethorpe,1741,162,492,129,0,783,76,252,59,0,387,1170,
3,Wayne,Screven,1849,359,417,112,2,890,114,204,47,0,365,1255,
4,Wayne,Empire,1106,127,352,66,0,545,54,174,35,0,263,808,
5,Wayne,Red Hill,1036,109,291,69,0,469,36,103,40,0,179,648,
6,Wayne,Altamaha,2857,188,789,173,3,1153,89,344,95,0,528,1681,
7,Wayne,Gardi,1123,204,237,89,1,531,89,105,43,0,237,768,
8,Wayne,VFW,1145,70,270,88,1,429,27,102,67,0,196,625,
9,Wayne,Pine Street,1140,81,314,101,0,496,40,124,29,0,193,689,
10,Wayne,Unity,1905,161,526,163,0,850,67,245,87,0,399,1249,
11,Wayne,Rec Center,1766,171,538,128,0,837,61,214,74,0,349,1186,
