index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Glynn,Sterling Elementary,4578,389,1363,471,3,2226,102,402,127,0,631,2857,
1,Glynn,Brookman,3460,361,1078,331,4,1774,103,318,75,0,496,2270,
2,Glynn,Satilla Marshes,2824,309,950,365,0,1624,85,222,49,0,356,1980,
3,Glynn,Blythe Island Baptist,2529,229,853,264,1,1347,79,242,47,1,369,1716,
4,Glynn,Christian Renewal,3699,273,1544,667,3,2487,44,280,81,0,405,2892,
5,Glynn,Hampton River,2823,207,1231,528,1,1967,33,201,67,1,302,2269,
6,Glynn,St William Catholic Church,4333,260,1888,680,1,2829,64,354,100,1,519,3348,
7,Glynn,First Baptist,4316,272,1747,700,2,2721,83,346,89,0,518,3239,
8,Glynn,Jekyll Island,774,231,113,164,2,510,36,26,22,0,84,594,
9,Glynn,Sterling Church of God,3925,392,1134,388,4,1918,94,336,72,0,502,2420,
10,Glynn,SE Baptist Bldg,2109,208,590,186,1,985,71,144,37,1,253,1238,
11,Glynn,Career Academy,2960,309,878,344,1,1532,76,222,75,1,374,1906,
12,Glynn,C B Greer School,3288,310,1033,426,2,1771,69,249,73,0,391,2162,
13,Glynn,Ballard,3286,237,910,356,3,1506,77,208,84,1,370,1876,
14,Glynn,Northside Baptist,3313,262,722,440,0,1424,105,257,99,2,463,1887,
15,Glynn,The Chapel,2971,188,627,352,1,1168,52,209,89,1,351,1519,
16,Glynn,College Place UMC,2367,168,544,315,0,1027,54,176,78,1,309,1336,
17,Glynn,Howard Coffin Park,3320,241,688,380,2,1311,83,194,106,0,383,1694,
18,Glynn,Urbana-Perry Parks,3638,250,561,386,2,1199,96,217,127,1,441,1640,
19,Glynn,Selden Park,1439,88,209,144,3,444,35,96,35,0,166,610,
