index,County,Precinct,Registered Voters,Don Cole (Rep)_Election Day Votes,Don Cole (Rep)_Advanced Voting Votes,Don Cole (Rep)_Absentee by Mail Votes,Don Cole (Rep)_Provisional Votes,Don Cole (Rep)_Choice Total,Sanford Bishop (I) (Dem)_Election Day Votes,Sanford Bishop (I) (Dem)_Advanced Voting Votes,Sanford Bishop (I) (Dem)_Absentee by Mail Votes,Sanford Bishop (I) (Dem)_Provisional Votes,Sanford Bishop (I) (Dem)_Choice Total,Total,
0,Randolph,Coleman,229,27,44,15,0,86,30,38,16,1,85,171,
1,Randolph,Shellman,929,105,137,31,0,273,172,110,123,1,406,679,
2,Randolph,Benevolence,354,45,85,13,0,143,43,43,21,0,107,250,
3,Randolph,Cuthbert-Courthouse,2253,55,449,90,0,594,142,505,263,0,910,1504,
4,Randolph,Cuthbert,323,3,6,1,0,10,50,132,46,1,229,239,
5,Randolph,Springvale,253,18,26,11,0,55,27,61,38,0,126,181,
