index,County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
0,Randolph,Coleman,229,48,64,23,1,136,5,16,7,0,28,164,
1,Randolph,Shellman,929,181,171,116,1,469,76,64,32,0,172,641,
2,Randolph,Benevolence,354,55,83,22,0,160,24,38,12,0,74,234,
3,Randolph,Cuthbert-Courthouse,2253,138,714,263,0,1115,51,186,63,0,300,1415,
4,Randolph,Cuthbert,323,40,95,27,1,163,10,39,19,0,68,231,
5,Randolph,Springvale,253,31,67,23,0,121,13,17,21,0,51,172,
