County,Precinct,Registered Voters,YES_Election Day Votes,YES_Advanced Voting Votes,YES_Absentee by Mail Votes,YES_Provisional Votes,YES_Choice Total,NO_Election Day Votes,NO_Advanced Voting Votes,NO_Absentee by Mail Votes,NO_Provisional Votes,NO_Choice Total,Total,
Randolph,Coleman,229,42,54,21,1,118,10,25,10,0,45,163,
Randolph,Shellman,929,163,140,102,1,406,90,89,47,0,226,632,
Randolph,Benevolence,354,53,70,12,0,135,26,48,19,0,93,228,
Randolph,Cuthbert-Courthouse,2253,128,627,211,0,966,61,269,109,0,439,1405,
Randolph,Cuthbert,323,41,94,20,1,156,10,37,27,0,74,230,
Randolph,Springvale,253,33,61,23,0,117,11,22,21,0,54,171,
