index,County,Precinct,Registered Voters,Don Cole (Rep)_Election Day Votes,Don Cole (Rep)_Advanced Voting Votes,Don Cole (Rep)_Absentee by Mail Votes,Don Cole (Rep)_Provisional Votes,Don Cole (Rep)_Choice Total,Sanford Bishop (I) (Dem)_Election Day Votes,Sanford Bishop (I) (Dem)_Advanced Voting Votes,Sanford Bishop (I) (Dem)_Absentee by Mail Votes,Sanford Bishop (I) (Dem)_Provisional Votes,Sanford Bishop (I) (Dem)_Choice Total,Total,
0,Baker,Anna,166,54,24,2,1,81,16,7,14,0,37,118,
1,Baker,Elmodel,401,42,55,13,0,110,33,72,67,1,173,283,
2,Baker,Hoggards Mill,351,37,52,12,0,101,42,38,47,0,127,228,
3,Baker,Milford,270,55,44,16,0,115,36,22,27,0,85,200,
4,Baker,Newton,1070,53,232,44,0,329,63,171,124,0,358,687,
