index,County,Precinct,Registered Voters,Deborah Rhodes_Election Day Votes,Deborah Rhodes_Advanced Voting Votes,Deborah Rhodes_Absentee by Mail Votes,Deborah Rhodes_Provisional Votes,Deborah Rhodes_Choice Total,Bobby Weston Williford_Election Day Votes,Bobby Weston Williford_Advanced Voting Votes,Bobby Weston Williford_Absentee by Mail Votes,Bobby Weston Williford_Provisional Votes,Bobby Weston Williford_Choice Total,Total,
0,Washington,Tennille,2512,25,45,34,0,104,20,43,9,0,72,176,
